"","Competition_Name","Gender","Country","Season_End_Year","Round","Wk","Day","Date","Time","Home","HomeGoals","Home_xG","Away","AwayGoals","Away_xG","Attendance","Venue","Referee","Notes","MatchURL"
"24","Serie A","M","ITA",2019,NA,"11","Sat",17838,"20:30","Juventus",3,1.8,"Cagliari",1,0.7,40644,"Allianz Stadium","Maurizio Mariani",NA,"https://fbref.com/en/matches/509c0a53/Juventus-Cagliari-November-3-2018-Serie-A"
"25","Serie A","M","ITA",2019,NA,"11","Sun",17839,"12:30","Lazio",4,2.2,"SPAL",1,1.2,35573,"Stadio Olimpico","Marco Guida",NA,"https://fbref.com/en/matches/1c2946a4/Lazio-SPAL-November-4-2018-Serie-A"
"26","Serie A","M","ITA",2019,NA,"11","Sun",17839,"15:00","Sampdoria",1,1.4,"Torino",4,2.3,20364,"Stadio Comunale Luigi Ferraris","Gianluca Rocchi",NA,"https://fbref.com/en/matches/6ca98909/Sampdoria-Torino-November-4-2018-Serie-A"
"27","Serie A","M","ITA",2019,NA,"11","Sun",17839,"15:00","Parma",0,0.5,"Frosinone",0,0.5,14004,"Stadio Ennio Tardini","Gianluca Manganiello",NA,"https://fbref.com/en/matches/bf3d8da2/Parma-Frosinone-November-4-2018-Serie-A"
"28","Serie A","M","ITA",2019,NA,"11","Sun",17839,"15:00","Chievo",0,0.3,"Sassuolo",2,0.9,8100,"Stadio Marc'Antonio Bentegodi","Gianluca Aureliano",NA,"https://fbref.com/en/matches/c91dcd07/Chievo-Sassuolo-November-4-2018-Serie-A"
"29","Serie A","M","ITA",2019,NA,"11","Sun",17839,"18:00","Bologna",1,1.9,"Atalanta",2,1.7,19038,"Stadio Renato Dall'Ara","Federico La Penna",NA,"https://fbref.com/en/matches/994f1a0f/Bologna-Atalanta-November-4-2018-Serie-A"
"30","Serie A","M","ITA",2019,NA,"11","Sun",17839,"20:30","Udinese",0,0.5,"Milan",1,0.7,23540,"Dacia Arena","Marco Di Bello",NA,"https://fbref.com/en/matches/9d192295/Udinese-Milan-November-4-2018-Serie-A"
"31","Serie A","M","ITA",2019,NA,"12","Fri",17844,"20:30","Frosinone",1,0.4,"Fiorentina",1,2.1,13378,"Stadio Benito Stirpe","Fabrizio Pasqua",NA,"https://fbref.com/en/matches/6135ca5f/Frosinone-Fiorentina-November-9-2018-Serie-A"
"32","Serie A","M","ITA",2019,NA,"12","Sat",17845,"15:00","Torino",1,2.6,"Parma",2,1.6,17431,"Stadio Olimpico di Torino","Davide Massa",NA,"https://fbref.com/en/matches/62e494f0/Torino-Parma-November-10-2018-Serie-A"
"33","Serie A","M","ITA",2019,NA,"12","Sat",17845,"18:00","SPAL",2,1.7,"Cagliari",2,1.2,13250,"Stadio Paolo Mazza","Daniele Doveri",NA,"https://fbref.com/en/matches/3a437e3a/SPAL-Cagliari-November-10-2018-Serie-A"
"34","Serie A","M","ITA",2019,NA,"12","Sat",17845,"20:30","Genoa",1,0.7,"Napoli",2,1.7,25365,"Stadio Comunale Luigi Ferraris","Rosario Abisso",NA,"https://fbref.com/en/matches/1354b373/Genoa-Napoli-November-10-2018-Serie-A"
"35","Serie A","M","ITA",2019,NA,"12","Sun",17846,"12:30","Atalanta",4,3.4,"Inter",1,1.4,20633,"Stadio Atleti Azzurri d'Italia","Fabio Maresca",NA,"https://fbref.com/en/matches/6c35c803/Atalanta-Internazionale-November-11-2018-Serie-A"
"36","Serie A","M","ITA",2019,NA,"12","Sun",17846,"15:00","Roma",4,2.7,"Sampdoria",1,0.9,37582,"Stadio Olimpico","Massimiliano Irrati",NA,"https://fbref.com/en/matches/64a88b2f/Roma-Sampdoria-November-11-2018-Serie-A"
"37","Serie A","M","ITA",2019,NA,"12","Sun",17846,"15:00","Empoli",2,1.3,"Udinese",1,3.9,7553,"Stadio Carlo Castellani","Piero Giacomelli",NA,"https://fbref.com/en/matches/e9e33752/Empoli-Udinese-November-11-2018-Serie-A"
"38","Serie A","M","ITA",2019,NA,"12","Sun",17846,"15:00","Chievo",2,2.2,"Bologna",2,1.6,9500,"Stadio Marc'Antonio Bentegodi","Daniele Orsato",NA,"https://fbref.com/en/matches/fe6431ea/Chievo-Bologna-November-11-2018-Serie-A"
"39","Serie A","M","ITA",2019,NA,"12","Sun",17846,"18:00","Sassuolo",1,0.7,"Lazio",1,1.6,11317,"Stadio Città del Tricolore","Giampaolo Calvarese",NA,"https://fbref.com/en/matches/258162a8/Sassuolo-Lazio-November-11-2018-Serie-A"
"40","Serie A","M","ITA",2019,NA,"12","Sun",17846,"20:30","Milan",0,0.9,"Juventus",2,1.3,74729,"Stadio Giuseppe Meazza","Paolo Mazzoleni",NA,"https://fbref.com/en/matches/2a9656b4/Milan-Juventus-November-11-2018-Serie-A"
"41","Serie A","M","ITA",2019,NA,"13","Sat",17859,"15:00","Udinese",1,1.4,"Roma",0,1.3,21986,"Dacia Arena","Michael Fabbri",NA,"https://fbref.com/en/matches/46b4915e/Udinese-Roma-November-24-2018-Serie-A"
"42","Serie A","M","ITA",2019,NA,"13","Sat",17859,"18:00","Juventus",2,1.6,"SPAL",0,0.5,41052,"Allianz Stadium","Federico La Penna",NA,"https://fbref.com/en/matches/87cdb443/Juventus-SPAL-November-24-2018-Serie-A"
"43","Serie A","M","ITA",2019,NA,"13","Sat",17859,"20:30","Inter",3,2.5,"Frosinone",0,0.2,63645,"Stadio Giuseppe Meazza","Luca Pairetto",NA,"https://fbref.com/en/matches/7d29507c/Internazionale-Frosinone-November-24-2018-Serie-A"
"44","Serie A","M","ITA",2019,NA,"13","Sun",17860,"12:30","Parma",2,2.1,"Sassuolo",1,1.5,14354,"Stadio Ennio Tardini","Paolo Valeri",NA,"https://fbref.com/en/matches/1958a5ca/Parma-Sassuolo-November-25-2018-Serie-A"
"45","Serie A","M","ITA",2019,NA,"13","Sun",17860,"15:00","Bologna",0,0.5,"Fiorentina",0,1.3,21241,"Stadio Renato Dall'Ara","Marco Di Bello",NA,"https://fbref.com/en/matches/6528a740/Derby-dellAppennino-Bologna-Fiorentina-November-25-2018-Serie-A"
"46","Serie A","M","ITA",2019,NA,"13","Sun",17860,"15:00","Empoli",3,2.2,"Atalanta",2,1.9,8736,"Stadio Carlo Castellani","Gianluca Manganiello",NA,"https://fbref.com/en/matches/6f835d4d/Empoli-Atalanta-November-25-2018-Serie-A"
"47","Serie A","M","ITA",2019,NA,"13","Sun",17860,"15:00","Napoli",0,1.5,"Chievo",0,0.4,44468,"Stadio San Paolo","Daniele Chiffi",NA,"https://fbref.com/en/matches/a2e9cb92/Napoli-Chievo-November-25-2018-Serie-A"
"48","Serie A","M","ITA",2019,NA,"13","Sun",17860,"18:00","Lazio",1,1.1,"Milan",1,0.5,38269,"Stadio Olimpico","Luca Banti",NA,"https://fbref.com/en/matches/8fe9c11b/Lazio-Milan-November-25-2018-Serie-A"
"49","Serie A","M","ITA",2019,NA,"13","Sun",17860,"20:30","Genoa",1,2.1,"Sampdoria",1,0.6,31756,"Stadio Comunale Luigi Ferraris","Daniele Doveri",NA,"https://fbref.com/en/matches/9741393d/Genoa-Sampdoria-November-25-2018-Serie-A"
"50","Serie A","M","ITA",2019,NA,"13","Mon",17861,"20:30","Cagliari",0,0.2,"Torino",0,0.7,15804,"Sardegna Arena","Fabrizio Pasqua",NA,"https://fbref.com/en/matches/2c20f001/Cagliari-Torino-November-26-2018-Serie-A"
"51","Serie A","M","ITA",2019,NA,"14","Sat",17866,"15:00","SPAL",2,0.8,"Empoli",2,2.1,12622,"Stadio Paolo Mazza","Paolo Mazzoleni",NA,"https://fbref.com/en/matches/bf6d7ecb/SPAL-Empoli-December-1-2018-Serie-A"
"52","Serie A","M","ITA",2019,NA,"14","Sat",17866,"18:00","Fiorentina",0,1.3,"Juventus",3,1.7,40872,"Stadio Artemio Franchi","Daniele Orsato",NA,"https://fbref.com/en/matches/8d3c0001/Fiorentina-Juventus-December-1-2018-Serie-A"
"53","Serie A","M","ITA",2019,NA,"14","Sat",17866,"20:30","Sampdoria",4,1.3,"Bologna",1,1.2,17844,"Stadio Comunale Luigi Ferraris","Rosario Abisso",NA,"https://fbref.com/en/matches/c580ecf5/Sampdoria-Bologna-December-1-2018-Serie-A"
"54","Serie A","M","ITA",2019,NA,"14","Sun",17867,"12:30","Milan",2,1.4,"Parma",1,1.4,53275,"Stadio Giuseppe Meazza","Giampaolo Calvarese",NA,"https://fbref.com/en/matches/f5d074c7/Milan-Parma-December-2-2018-Serie-A"
"55","Serie A","M","ITA",2019,NA,"14","Sun",17867,"15:00","Torino",2,2.2,"Genoa",1,1.6,15324,"Stadio Olimpico di Torino","Maurizio Mariani",NA,"https://fbref.com/en/matches/19f1af60/Torino-Genoa-December-2-2018-Serie-A"
"56","Serie A","M","ITA",2019,NA,"14","Sun",17867,"15:00","Sassuolo",0,1.5,"Udinese",0,0.1,10655,"Stadio Città del Tricolore","Marco Guida",NA,"https://fbref.com/en/matches/360e0077/Sassuolo-Udinese-December-2-2018-Serie-A"
"57","Serie A","M","ITA",2019,NA,"14","Sun",17867,"15:00","Frosinone",1,1.9,"Cagliari",1,1.9,12377,"Stadio Benito Stirpe","Marco Serra",NA,"https://fbref.com/en/matches/44d65fdb/Frosinone-Cagliari-December-2-2018-Serie-A"
"58","Serie A","M","ITA",2019,NA,"14","Sun",17867,"18:00","Chievo",1,1,"Lazio",1,1.1,7000,"Stadio Marc'Antonio Bentegodi","Fabio Maresca",NA,"https://fbref.com/en/matches/6b38d415/Chievo-Lazio-December-2-2018-Serie-A"
"59","Serie A","M","ITA",2019,NA,"14","Sun",17867,"20:30","Roma",2,1.6,"Inter",2,1.9,41009,"Stadio Olimpico","Gianluca Rocchi",NA,"https://fbref.com/en/matches/be14a351/Roma-Internazionale-December-2-2018-Serie-A"
"60","Serie A","M","ITA",2019,NA,"14","Mon",17868,"20:30","Atalanta",1,1.3,"Napoli",2,1.6,19871,"Stadio Atleti Azzurri d'Italia","Piero Giacomelli",NA,"https://fbref.com/en/matches/176bd167/Atalanta-Napoli-December-3-2018-Serie-A"
"61","Serie A","M","ITA",2019,NA,"15","Fri",17872,"20:30","Juventus",1,1.5,"Inter",0,1,41495,"Allianz Stadium","Massimiliano Irrati",NA,"https://fbref.com/en/matches/7b515291/Derby-dItalia-Juventus-Internazionale-December-7-2018-Serie-A"
"62","Serie A","M","ITA",2019,NA,"15","Sat",17873,"15:00","Napoli",4,2.2,"Frosinone",0,0.6,34631,"Stadio San Paolo","Gianluca Manganiello",NA,"https://fbref.com/en/matches/48089bcf/Napoli-Frosinone-December-8-2018-Serie-A"
"63","Serie A","M","ITA",2019,NA,"15","Sat",17873,"18:00","Cagliari",2,1.8,"Roma",2,1.8,14938,"Sardegna Arena","Paolo Mazzoleni",NA,"https://fbref.com/en/matches/b30fa06d/Cagliari-Roma-December-8-2018-Serie-A"
"64","Serie A","M","ITA",2019,NA,"15","Sat",17873,"20:30","Lazio",2,4,"Sampdoria",2,0.8,28000,"Stadio Olimpico","Davide Massa",NA,"https://fbref.com/en/matches/1559672b/Lazio-Sampdoria-December-8-2018-Serie-A"
"65","Serie A","M","ITA",2019,NA,"15","Sun",17874,"12:30","Sassuolo",3,1,"Fiorentina",3,2.2,11436,"Stadio Città del Tricolore","Daniele Chiffi",NA,"https://fbref.com/en/matches/dc61be38/Sassuolo-Fiorentina-December-9-2018-Serie-A"
"66","Serie A","M","ITA",2019,NA,"15","Sun",17874,"15:00","Udinese",1,1,"Atalanta",3,2.2,24413,"Dacia Arena","Giampaolo Calvarese",NA,"https://fbref.com/en/matches/37563323/Udinese-Atalanta-December-9-2018-Serie-A"
"67","Serie A","M","ITA",2019,NA,"15","Sun",17874,"15:00","Parma",1,1.6,"Chievo",1,1.6,13994,"Stadio Ennio Tardini","Federico La Penna",NA,"https://fbref.com/en/matches/481c1923/Parma-Chievo-December-9-2018-Serie-A"
"68","Serie A","M","ITA",2019,NA,"15","Sun",17874,"15:00","Empoli",2,2,"Bologna",1,2.4,8379,"Stadio Carlo Castellani","Paolo Valeri",NA,"https://fbref.com/en/matches/51f07929/Empoli-Bologna-December-9-2018-Serie-A"
"69","Serie A","M","ITA",2019,NA,"15","Sun",17874,"18:00","Genoa",1,1,"SPAL",1,2,19571,"Stadio Comunale Luigi Ferraris","Fabrizio Pasqua",NA,"https://fbref.com/en/matches/4b694569/Genoa-SPAL-December-9-2018-Serie-A"
"70","Serie A","M","ITA",2019,NA,"15","Sun",17874,"20:30","Milan",0,1,"Torino",0,1,44572,"Stadio Giuseppe Meazza","Daniele Orsato",NA,"https://fbref.com/en/matches/3d46245d/Milan-Torino-December-9-2018-Serie-A"
"71","Serie A","M","ITA",2019,NA,"16","Sat",17880,"18:00","Inter",1,2.2,"Udinese",0,0.3,57025,"Stadio Giuseppe Meazza","Rosario Abisso",NA,"https://fbref.com/en/matches/1a318a2c/Internazionale-Udinese-December-15-2018-Serie-A"
"72","Serie A","M","ITA",2019,NA,"16","Sat",17880,"20:30","Torino",0,0.5,"Juventus",1,1.6,26588,"Stadio Olimpico di Torino","Marco Guida",NA,"https://fbref.com/en/matches/d4b0d030/Torino-Juventus-December-15-2018-Serie-A"
"73","Serie A","M","ITA",2019,NA,"16","Sun",17881,"12:30","SPAL",0,0.6,"Chievo",0,1.1,11882,"Stadio Paolo Mazza","Luca Banti",NA,"https://fbref.com/en/matches/4449c493/SPAL-Chievo-December-16-2018-Serie-A"
"74","Serie A","M","ITA",2019,NA,"16","Sun",17881,"15:00","Frosinone",0,0.6,"Sassuolo",2,0.9,12000,"Stadio Benito Stirpe","Eugenio Abbattista",NA,"https://fbref.com/en/matches/37c7739a/Frosinone-Sassuolo-December-16-2018-Serie-A"
"75","Serie A","M","ITA",2019,NA,"16","Sun",17881,"15:00","Sampdoria",2,1.5,"Parma",0,0.5,19000,"Stadio Comunale Luigi Ferraris","Luca Pairetto",NA,"https://fbref.com/en/matches/4070e37d/Sampdoria-Parma-December-16-2018-Serie-A"
"76","Serie A","M","ITA",2019,NA,"16","Sun",17881,"15:00","Fiorentina",3,1.6,"Empoli",1,1.4,30000,"Stadio Artemio Franchi","Piero Giacomelli",NA,"https://fbref.com/en/matches/ed69d974/Fiorentina-Empoli-December-16-2018-Serie-A"
"77","Serie A","M","ITA",2019,NA,"16","Sun",17881,"18:00","Cagliari",0,0.6,"Napoli",1,1,15081,"Sardegna Arena","Daniele Doveri",NA,"https://fbref.com/en/matches/4f228ea8/Cagliari-Napoli-December-16-2018-Serie-A"
"78","Serie A","M","ITA",2019,NA,"16","Sun",17881,"20:30","Roma",3,1.9,"Genoa",2,2,29111,"Stadio Olimpico","Marco Di Bello",NA,"https://fbref.com/en/matches/386c7081/Roma-Genoa-December-16-2018-Serie-A"
"79","Serie A","M","ITA",2019,NA,"16","Mon",17882,"20:30","Atalanta",1,0.7,"Lazio",0,0.8,17401,"Stadio Atleti Azzurri d'Italia","Daniele Orsato",NA,"https://fbref.com/en/matches/12f22ce3/Atalanta-Lazio-December-17-2018-Serie-A"
"80","Serie A","M","ITA",2019,NA,"16","Tue",17883,"20:30","Bologna",0,0.4,"Milan",0,0.6,22214,"Stadio Renato Dall'Ara","Fabio Maresca",NA,"https://fbref.com/en/matches/798496b1/Bologna-Milan-December-18-2018-Serie-A"
"81","Serie A","M","ITA",2019,NA,"17","Sat",17887,"12:30","Lazio",3,2.7,"Cagliari",1,1.8,20000,"Stadio Olimpico","Gianluca Manganiello",NA,"https://fbref.com/en/matches/56486a50/Lazio-Cagliari-December-22-2018-Serie-A"
"82","Serie A","M","ITA",2019,NA,"17","Sat",17887,"15:00","Empoli",2,1.4,"Sampdoria",4,1.8,8815,"Stadio Carlo Castellani","Giampaolo Calvarese",NA,"https://fbref.com/en/matches/2b50c933/Empoli-Sampdoria-December-22-2018-Serie-A"
"83","Serie A","M","ITA",2019,NA,"17","Sat",17887,"15:00","Sassuolo",1,2.5,"Torino",1,0.3,11148,"Stadio Città del Tricolore","Luca Banti",NA,"https://fbref.com/en/matches/518aa453/Sassuolo-Torino-December-22-2018-Serie-A"
"84","Serie A","M","ITA",2019,NA,"17","Sat",17887,"15:00","Napoli",1,2.2,"SPAL",0,0.6,37093,"Stadio San Paolo","Federico La Penna",NA,"https://fbref.com/en/matches/a9da4f86/Napoli-SPAL-December-22-2018-Serie-A"
"85","Serie A","M","ITA",2019,NA,"17","Sat",17887,"15:00","Milan",0,0.7,"Fiorentina",1,0.3,52592,"Stadio Giuseppe Meazza","Maurizio Mariani",NA,"https://fbref.com/en/matches/c6b48f30/Milan-Fiorentina-December-22-2018-Serie-A"
"86","Serie A","M","ITA",2019,NA,"17","Sat",17887,"15:00","Genoa",3,1.5,"Atalanta",1,2.4,19841,"Stadio Comunale Luigi Ferraris","Daniele Doveri",NA,"https://fbref.com/en/matches/d99e1cc3/Genoa-Atalanta-December-22-2018-Serie-A"
"87","Serie A","M","ITA",2019,NA,"17","Sat",17887,"15:00","Udinese",1,0.4,"Frosinone",1,1.4,18000,"Dacia Arena","Paolo Valeri",NA,"https://fbref.com/en/matches/f8a12156/Udinese-Frosinone-December-22-2018-Serie-A"
"88","Serie A","M","ITA",2019,NA,"17","Sat",17887,"18:00","Chievo",1,0.7,"Inter",1,2.1,22000,"Stadio Marc'Antonio Bentegodi","Fabrizio Pasqua",NA,"https://fbref.com/en/matches/bbb44ca5/Chievo-Internazionale-December-22-2018-Serie-A"
"89","Serie A","M","ITA",2019,NA,"17","Sat",17887,"18:00","Parma",0,0.8,"Bologna",0,0.3,15058,"Stadio Ennio Tardini","Rosario Abisso",NA,"https://fbref.com/en/matches/f209ba84/Parma-Bologna-December-22-2018-Serie-A"
"90","Serie A","M","ITA",2019,NA,"17","Sat",17887,"20:30","Juventus",1,1.5,"Roma",0,0.4,40069,"Allianz Stadium","Davide Massa",NA,"https://fbref.com/en/matches/01a0dbbf/Juventus-Roma-December-22-2018-Serie-A"
"91","Serie A","M","ITA",2019,NA,"18","Wed",17891,"12:30","Frosinone",0,0.8,"Milan",0,1.7,15217,"Stadio Benito Stirpe","Marco Guida",NA,"https://fbref.com/en/matches/7090161a/Frosinone-Milan-December-26-2018-Serie-A"
"92","Serie A","M","ITA",2019,NA,"18","Wed",17891,"15:00","Fiorentina",0,1.8,"Parma",1,0.4,31767,"Stadio Artemio Franchi","Michael Fabbri",NA,"https://fbref.com/en/matches/8bc8ed8b/Fiorentina-Parma-December-26-2018-Serie-A"
"93","Serie A","M","ITA",2019,NA,"18","Wed",17891,"15:00","Atalanta",2,1.4,"Juventus",2,1.1,19787,"Stadio Atleti Azzurri d'Italia","Luca Banti",NA,"https://fbref.com/en/matches/a0fb32c6/Atalanta-Juventus-December-26-2018-Serie-A"
"94","Serie A","M","ITA",2019,NA,"18","Wed",17891,"15:00","Sampdoria",2,0.7,"Chievo",0,0.3,19190,"Stadio Comunale Luigi Ferraris","Antonio Giua",NA,"https://fbref.com/en/matches/c3026bcf/Sampdoria-Chievo-December-26-2018-Serie-A"
"95","Serie A","M","ITA",2019,NA,"18","Wed",17891,"15:00","Cagliari",1,1.2,"Genoa",0,0.6,15777,"Sardegna Arena","Daniele Orsato",NA,"https://fbref.com/en/matches/d0c06a35/Cagliari-Genoa-December-26-2018-Serie-A"
"96","Serie A","M","ITA",2019,NA,"18","Wed",17891,"15:00","Bologna",0,0.2,"Lazio",2,1.1,19230,"Stadio Renato Dall'Ara","Luca Pairetto",NA,"https://fbref.com/en/matches/e315c6ff/Bologna-Lazio-December-26-2018-Serie-A"
"97","Serie A","M","ITA",2019,NA,"18","Wed",17891,"18:00","SPAL",0,1,"Udinese",0,0.3,13195,"Stadio Paolo Mazza","Daniele Doveri",NA,"https://fbref.com/en/matches/3df88643/SPAL-Udinese-December-26-2018-Serie-A"
"98","Serie A","M","ITA",2019,NA,"18","Wed",17891,"18:00","Torino",3,1.3,"Empoli",0,0.2,20047,"Stadio Olimpico di Torino","Fabio Maresca",NA,"https://fbref.com/en/matches/f6b93ebc/Torino-Empoli-December-26-2018-Serie-A"
"99","Serie A","M","ITA",2019,NA,"18","Wed",17891,"18:00","Roma",3,3.3,"Sassuolo",1,0.7,35893,"Stadio Olimpico","Piero Giacomelli",NA,"https://fbref.com/en/matches/fb828051/Roma-Sassuolo-December-26-2018-Serie-A"
"100","Serie A","M","ITA",2019,NA,"18","Wed",17891,"20:30","Inter",1,1.3,"Napoli",0,0.8,63946,"Stadio Giuseppe Meazza","Paolo Mazzoleni",NA,"https://fbref.com/en/matches/a3f646d1/Internazionale-Napoli-December-26-2018-Serie-A"
"101","Serie A","M","ITA",2019,NA,"19","Sat",17894,"12:30","Juventus",2,1.4,"Sampdoria",1,1.7,40641,"Allianz Stadium","Paolo Valeri",NA,"https://fbref.com/en/matches/37b5f20e/Juventus-Sampdoria-December-29-2018-Serie-A"
"102","Serie A","M","ITA",2019,NA,"19","Sat",17894,"15:00","Udinese",2,2.2,"Cagliari",0,0.4,20000,"Dacia Arena","Maurizio Mariani",NA,"https://fbref.com/en/matches/0bd2574c/Udinese-Cagliari-December-29-2018-Serie-A"
"103","Serie A","M","ITA",2019,NA,"19","Sat",17894,"15:00","Sassuolo",2,1.1,"Atalanta",6,2.9,8000,"Stadio Città del Tricolore","Fabrizio Pasqua",NA,"https://fbref.com/en/matches/1196e43c/Sassuolo-Atalanta-December-29-2018-Serie-A"
