"","X","gameID","date","away_team","home_team","away_even","home_even","away_powerplay","home_powerplay","away_shorthanded","home_shorthanded","away_OT","home_OT","away_SO","home_SO"
"1239",1239,"45391-CAR@BOS","2024-04-09","Carolina Hurricanes","Boston Bruins",3,1,1,0,0,0,0,0,0,0
"1240",1240,"45391-CBJ@TB","2024-04-09","Columbus Blue Jackets","Tampa Bay Lightning",1,4,0,1,1,0,0,0,0,0
"1241",1241,"45391-CGY@SJ","2024-04-09","Calgary Flames","San Jose Sharks",1,2,0,0,1,0,1,0,0,0
"1242",1242,"45391-LA@ANA","2024-04-09","Los Angeles Kings","Anaheim Ducks",1,3,0,0,0,0,0,0,0,0
"1243",1243,"45391-MIN@COL","2024-04-09","Minnesota Wild","Colorado Avalanche",0,4,0,1,2,0,0,0,0,0
"1244",1244,"45391-NYR@NYI","2024-04-09","New York Rangers","New York Islanders",0,4,0,0,2,0,0,0,0,0
"1245",1245,"45391-OTT@FLA","2024-04-09","Ottawa Senators","Florida Panthers",0,1,0,1,0,0,0,0,0,0
"1246",1246,"45391-PHI@MTL","2024-04-09","Philadelphia Flyers","Montreal Canadiens",3,9,0,0,0,0,0,0,0,0
"1247",1247,"45391-TOR@NJ","2024-04-09","Toronto Maple Leafs","New Jersey Devils",5,1,0,1,0,0,0,0,0,0
"1248",1248,"45391-WPG@NSH","2024-04-09","Winnipeg Jets","Nashville Predators",2,3,0,0,1,0,1,0,0,0
"1249",1249,"45391-WSH@DET","2024-04-09","Washington Capitals","Detroit Red Wings",2,1,0,0,0,0,0,0,0,0
"1250",1250,"45392-ARI@VAN","2024-04-10","Arizona Coyotes","Vancouver Canucks",3,2,0,1,0,0,1,0,0,0
"1251",1251,"45392-CHI@STL","2024-04-10","Chicago Blackhawks","St. Louis Blues",2,5,0,0,0,0,0,0,0,0
"1252",1252,"45392-VGS@EDM","2024-04-10","Vegas Golden Knights","Edmonton Oilers",0,4,1,1,0,0,0,0,0,0
"1253",1253,"45393-CBJ@FLA","2024-04-11","Columbus Blue Jackets","Florida Panthers",0,4,0,0,0,0,0,0,0,0
"1254",1254,"45393-CGY@LA","2024-04-11","Calgary Flames","Los Angeles Kings",1,3,0,1,0,0,0,0,0,0
"1255",1255,"45393-DET@PIT","2024-04-11","Detroit Red Wings","Pittsburgh Penguins",5,4,0,0,0,1,0,1,0,0
"1256",1256,"45393-MTL@NYI","2024-04-11","Montreal Canadiens","New York Islanders",2,2,0,0,0,0,0,1,0,0
"1257",1257,"45393-NJ@TOR","2024-04-11","New Jersey Devils","Toronto Maple Leafs",3,5,0,0,3,0,0,0,0,0
"1258",1258,"45393-OTT@TB","2024-04-11","Ottawa Senators","Tampa Bay Lightning",2,2,0,0,0,0,0,0,1,0
"1259",1259,"45393-PHI@NYR","2024-04-11","Philadelphia Flyers","New York Rangers",4,0,0,1,0,0,0,0,0,0
"1260",1260,"45393-SJ@SEA","2024-04-11","San Jose Sharks","Seattle Kraken",3,1,0,0,0,0,0,0,0,0
"1261",1261,"45393-WPG@DAL","2024-04-11","Winnipeg Jets","Dallas Stars",3,0,0,0,0,0,0,0,0,0
"1262",1262,"45393-WSH@BUF","2024-04-11","Washington Capitals","Buffalo Sabres",2,4,0,0,0,0,0,0,0,0
"1263",1263,"45394-ARI@EDM","2024-04-12","Arizona Coyotes","Edmonton Oilers",2,2,0,0,0,0,1,0,0,0
"1264",1264,"45394-CAR@STL","2024-04-12","Carolina Hurricanes","St. Louis Blues",5,1,0,1,0,0,0,0,0,0
"1265",1265,"45394-CGY@ANA","2024-04-12","Calgary Flames","Anaheim Ducks",3,3,1,0,2,0,0,0,0,0
"1266",1266,"45394-MIN@VGS","2024-04-12","Minnesota Wild","Vegas Golden Knights",1,4,0,2,1,1,0,0,0,0
"1267",1267,"45394-NSH@CHI","2024-04-12","Nashville Predators","Chicago Blackhawks",2,0,0,1,3,0,0,0,0,0
"1268",1268,"45395-ANA@LA","2024-04-13","Anaheim Ducks","Los Angeles Kings",1,2,0,1,0,0,0,0,0,0
"1269",1269,"45395-BOS@PIT","2024-04-13","Boston Bruins","Pittsburgh Penguins",5,2,1,1,0,1,0,0,0,0
"1270",1270,"45395-BUF@FLA","2024-04-13","Buffalo Sabres","Florida Panthers",1,1,0,0,1,1,0,1,0,0
"1271",1271,"45395-CBJ@NSH","2024-04-13","Columbus Blue Jackets","Nashville Predators",4,4,0,2,0,0,0,0,0,0
"1272",1272,"45395-DET@TOR","2024-04-13","Detroit Red Wings","Toronto Maple Leafs",3,2,0,2,1,0,1,0,0,0
"1273",1273,"45395-MIN@SJ","2024-04-13","Minnesota Wild","San Jose Sharks",5,2,0,0,1,0,0,0,0,0
"1274",1274,"45395-MTL@OTT","2024-04-13","Montreal Canadiens","Ottawa Senators",2,1,1,3,1,0,0,0,0,1
"1275",1275,"45395-NJ@PHI","2024-04-13","New Jersey Devils","Philadelphia Flyers",0,0,0,0,0,1,0,0,0,0
"1276",1276,"45395-NYI@NYR","2024-04-13","New York Islanders","New York Rangers",2,1,0,0,0,1,0,0,0,1
"1277",1277,"45395-SEA@DAL","2024-04-13","Seattle Kraken","Dallas Stars",1,2,0,1,0,0,0,0,0,0
"1278",1278,"45395-TB@WSH","2024-04-13","Tampa Bay Lightning","Washington Capitals",2,3,0,1,0,0,0,0,0,0
"1279",1279,"45395-VAN@EDM","2024-04-13","Vancouver Canucks","Edmonton Oilers",3,1,0,0,0,0,0,0,0,0
"1280",1280,"45395-WPG@COL","2024-04-13","Winnipeg Jets","Colorado Avalanche",5,0,0,0,2,0,0,0,0,0
"1281",1281,"45396-ARI@CGY","2024-04-14","Arizona Coyotes","Calgary Flames",4,5,0,1,1,0,0,0,0,0
"1282",1282,"45396-CAR@CHI","2024-04-14","Carolina Hurricanes","Chicago Blackhawks",2,2,0,0,2,0,0,0,0,0
"1283",1283,"45396-COL@VGS","2024-04-14","Colorado Avalanche","Vegas Golden Knights",3,2,0,1,0,0,0,1,0,0
"1284",1284,"45396-SEA@STL","2024-04-14","Seattle Kraken","St. Louis Blues",1,4,0,0,0,0,0,0,0,0
"1285",1285,"45397-BOS@WSH","2024-04-15","Boston Bruins","Washington Capitals",0,2,0,0,0,0,0,0,0,0
"1286",1286,"45397-BUF@TB","2024-04-15","Buffalo Sabres","Tampa Bay Lightning",3,2,1,0,0,0,0,0,0,0
"1287",1287,"45397-MIN@LA","2024-04-15","Minnesota Wild","Los Angeles Kings",2,1,0,0,1,0,0,0,0,0
"1288",1288,"45397-MTL@DET","2024-04-15","Montreal Canadiens","Detroit Red Wings",4,4,0,0,0,0,0,1,0,0
"1289",1289,"45397-NSH@PIT","2024-04-15","Nashville Predators","Pittsburgh Penguins",2,3,0,1,0,0,0,0,0,0
"1290",1290,"45397-NYI@NJ","2024-04-15","New York Islanders","New Jersey Devils",3,1,0,0,1,0,0,0,0,0
"1291",1291,"45397-OTT@NYR","2024-04-15","Ottawa Senators","New York Rangers",0,3,0,0,0,1,0,0,0,0
"1292",1292,"45397-SJ@EDM","2024-04-15","San Jose Sharks","Edmonton Oilers",2,9,0,0,0,0,0,0,0,0
"1293",1293,"45398-CAR@CBJ","2024-04-16","Carolina Hurricanes","Columbus Blue Jackets",2,6,0,0,1,0,0,0,0,0
"1294",1294,"45398-CGY@VAN","2024-04-16","Calgary Flames","Vancouver Canucks",1,3,0,0,0,1,0,0,0,0
"1295",1295,"45398-CHI@VGS","2024-04-16","Chicago Blackhawks","Vegas Golden Knights",1,3,0,0,0,0,0,0,0,0
"1296",1296,"45398-DET@MTL","2024-04-16","Detroit Red Wings","Montreal Canadiens",4,4,0,0,0,0,0,0,1,0
"1297",1297,"45398-OTT@BOS","2024-04-16","Ottawa Senators","Boston Bruins",2,0,1,1,0,0,0,0,0,0
"1298",1298,"45398-SEA@WPG","2024-04-16","Seattle Kraken","Winnipeg Jets",3,3,0,1,0,0,0,0,0,0
"1299",1299,"45398-TOR@FLA","2024-04-16","Toronto Maple Leafs","Florida Panthers",1,5,0,0,1,0,0,0,0,0
"1300",1300,"45398-WSH@PHI","2024-04-16","Washington Capitals","Philadelphia Flyers",2,1,0,0,0,0,0,0,0,0
"1301",1301,"45399-EDM@ARI","2024-04-17","Edmonton Oilers","Arizona Coyotes",2,4,0,1,0,0,0,0,0,0
"1302",1302,"45399-PIT@NYI","2024-04-17","Pittsburgh Penguins","New York Islanders",2,3,0,2,2,0,0,0,0,0
"1303",1303,"45399-STL@DAL","2024-04-17","St. Louis Blues","Dallas Stars",1,1,0,0,0,0,0,0,0,1
"1304",1304,"45399-TOR@TB","2024-04-17","Toronto Maple Leafs","Tampa Bay Lightning",4,5,0,1,0,0,0,0,0,0
"1305",1305,"45400-ANA@VGS","2024-04-18","Anaheim Ducks","Vegas Golden Knights",2,0,1,1,1,0,0,0,0,0
"1306",1306,"45400-CHI@LA","2024-04-18","Chicago Blackhawks","Los Angeles Kings",3,2,0,2,1,0,0,1,0,0
"1307",1307,"45400-EDM@COL","2024-04-18","Edmonton Oilers","Colorado Avalanche",0,4,0,1,1,0,0,0,0,0
"1308",1308,"45400-SEA@MIN","2024-04-18","Seattle Kraken","Minnesota Wild",1,1,2,2,1,0,0,0,0,0
"1309",1309,"45400-SJ@CGY","2024-04-18","San Jose Sharks","Calgary Flames",0,5,0,0,1,0,0,0,0,0
"1310",1310,"45400-VAN@WPG","2024-04-18","Vancouver Canucks","Winnipeg Jets",1,4,0,0,1,0,0,0,0,0
