"","X","gameID","date","away_team","home_team","away_even","home_even","away_powerplay","home_powerplay","away_shorthanded","home_shorthanded","away_OT","home_OT","away_SO","home_SO"
"585",585,"45294-NJ@WSH","2024-01-03","New Jersey Devils","Washington Capitals",5,1,0,2,1,0,0,0,0,0
"586",586,"45294-TOR@ANA","2024-01-03","Toronto Maple Leafs","Anaheim Ducks",0,0,0,0,1,1,1,0,0,0
"587",587,"45295-BUF@MTL","2024-01-04","Buffalo Sabres","Montreal Canadiens",4,0,0,0,2,1,0,0,0,0
"588",588,"45295-CBJ@PHI","2024-01-04","Columbus Blue Jackets","Philadelphia Flyers",2,2,0,0,0,0,0,0,1,0
"589",589,"45295-CGY@NSH","2024-01-04","Calgary Flames","Nashville Predators",5,3,0,0,1,0,0,0,0,0
"590",590,"45295-CHI@NYR","2024-01-04","Chicago Blackhawks","New York Rangers",1,3,0,1,0,0,0,0,0,0
"591",591,"45295-COL@DAL","2024-01-04","Colorado Avalanche","Dallas Stars",3,3,0,1,1,0,1,0,0,0
"592",592,"45295-DET@LA","2024-01-04","Detroit Red Wings","Los Angeles Kings",3,3,0,0,0,0,0,0,1,0
"593",593,"45295-FLA@VGS","2024-01-04","Florida Panthers","Vegas Golden Knights",1,1,0,0,3,0,0,0,0,0
"594",594,"45295-NYI@ARI","2024-01-04","New York Islanders","Arizona Coyotes",4,0,0,1,1,0,0,0,0,0
"595",595,"45295-OTT@SEA","2024-01-04","Ottawa Senators","Seattle Kraken",1,4,0,0,0,0,0,0,0,0
"596",596,"45295-PIT@BOS","2024-01-04","Pittsburgh Penguins","Boston Bruins",5,4,0,0,1,1,0,0,0,0
"597",597,"45295-TB@MIN","2024-01-04","Tampa Bay Lightning","Minnesota Wild",3,1,0,0,1,0,0,0,0,0
"598",598,"45295-VAN@STL","2024-01-04","Vancouver Canucks","St. Louis Blues",1,2,0,0,0,0,0,0,0,0
"599",599,"45295-WPG@SJ","2024-01-04","Winnipeg Jets","San Jose Sharks",1,1,0,0,1,0,0,0,0,0
"600",600,"45296-CAR@WSH","2024-01-05","Carolina Hurricanes","Washington Capitals",3,1,1,1,2,0,0,0,0,0
"601",601,"45296-CHI@NJ","2024-01-05","Chicago Blackhawks","New Jersey Devils",0,4,1,0,1,0,0,0,0,0
"602",602,"45296-WPG@ANA","2024-01-05","Winnipeg Jets","Anaheim Ducks",2,1,0,0,1,0,0,0,0,0
"603",603,"45297-BUF@PIT","2024-01-06","Buffalo Sabres","Pittsburgh Penguins",3,0,0,1,0,0,0,0,0,0
"604",604,"45297-CGY@PHI","2024-01-06","Calgary Flames","Philadelphia Flyers",2,1,0,1,0,1,0,0,0,0
"605",605,"45297-FLA@COL","2024-01-06","Florida Panthers","Colorado Avalanche",6,3,0,1,1,0,0,0,0,0
"606",606,"45297-MIN@CBJ","2024-01-06","Minnesota Wild","Columbus Blue Jackets",1,2,0,1,2,0,1,0,0,0
"607",607,"45297-NSH@DAL","2024-01-06","Nashville Predators","Dallas Stars",4,2,0,1,0,0,0,0,0,0
"608",608,"45297-NYI@VGS","2024-01-06","New York Islanders","Vegas Golden Knights",2,4,0,1,0,0,0,0,0,0
"609",609,"45297-NYR@MTL","2024-01-06","New York Rangers","Montreal Canadiens",3,3,0,0,0,0,0,0,0,1
"610",610,"45297-OTT@EDM","2024-01-06","Ottawa Senators","Edmonton Oilers",1,1,0,2,0,0,0,0,0,0
"611",611,"45297-STL@CAR","2024-01-06","St. Louis Blues","Carolina Hurricanes",1,0,0,1,0,0,0,0,1,0
"612",612,"45297-TB@BOS","2024-01-06","Tampa Bay Lightning","Boston Bruins",3,5,0,1,0,1,0,0,0,0
"613",613,"45297-TOR@SJ","2024-01-06","Toronto Maple Leafs","San Jose Sharks",3,1,0,0,1,0,0,0,0,0
"614",614,"45297-VAN@NJ","2024-01-06","Vancouver Canucks","New Jersey Devils",6,4,0,0,0,0,0,0,0,0
"615",615,"45298-CGY@CHI","2024-01-07","Calgary Flames","Chicago Blackhawks",2,3,0,1,1,0,0,0,0,0
"616",616,"45298-DET@ANA","2024-01-07","Detroit Red Wings","Anaheim Ducks",2,2,0,0,1,0,0,0,0,0
"617",617,"45298-LA@WSH","2024-01-07","Los Angeles Kings","Washington Capitals",1,4,0,0,2,0,0,0,0,0
"618",618,"45298-WPG@ARI","2024-01-07","Winnipeg Jets","Arizona Coyotes",6,2,0,0,0,0,0,0,0,0
"619",619,"45299-BOS@COL","2024-01-08","Boston Bruins","Colorado Avalanche",2,2,0,1,1,0,0,0,0,1
"620",620,"45299-DAL@MIN","2024-01-08","Dallas Stars","Minnesota Wild",1,0,2,0,1,0,0,0,0,0
"621",621,"45299-PIT@PHI","2024-01-08","Pittsburgh Penguins","Philadelphia Flyers",3,0,0,1,1,0,0,0,0,0
"622",622,"45299-VAN@NYR","2024-01-08","Vancouver Canucks","New York Rangers",6,2,0,1,0,0,0,0,0,0
"623",623,"45300-ANA@NSH","2024-01-09","Anaheim Ducks","Nashville Predators",4,2,0,0,1,1,0,0,0,0
"624",624,"45300-BOS@ARI","2024-01-09","Boston Bruins","Arizona Coyotes",1,2,0,1,2,0,0,1,0,0
"625",625,"45300-CBJ@WPG","2024-01-09","Columbus Blue Jackets","Winnipeg Jets",0,4,0,1,0,0,0,0,0,0
"626",626,"45300-EDM@CHI","2024-01-09","Edmonton Oilers","Chicago Blackhawks",2,1,0,0,0,0,0,0,0,0
"627",627,"45300-FLA@STL","2024-01-09","Florida Panthers","St. Louis Blues",4,1,0,0,1,0,0,0,0,0
"628",628,"45300-LA@TB","2024-01-09","Los Angeles Kings","Tampa Bay Lightning",2,2,0,0,0,0,0,1,0,0
"629",629,"45300-OTT@CGY","2024-01-09","Ottawa Senators","Calgary Flames",2,6,0,0,1,0,0,0,0,0
"630",630,"45300-SEA@BUF","2024-01-09","Seattle Kraken","Buffalo Sabres",4,2,0,0,1,0,0,0,0,0
"631",631,"45300-SJ@TOR","2024-01-09","San Jose Sharks","Toronto Maple Leafs",0,4,0,3,1,0,0,0,0,0
"632",632,"45300-VAN@NYI","2024-01-09","Vancouver Canucks","New York Islanders",5,1,0,1,0,0,0,0,0,0
"633",633,"45301-MIN@DAL","2024-01-10","Minnesota Wild","Dallas Stars",1,7,0,0,1,0,0,0,0,0
"634",634,"45301-MTL@PHI","2024-01-10","Montreal Canadiens","Philadelphia Flyers",2,1,0,1,0,0,0,0,0,1
"635",635,"45301-VGS@COL","2024-01-10","Vegas Golden Knights","Colorado Avalanche",0,1,0,2,0,0,0,0,0,0
"636",636,"45302-ANA@CAR","2024-01-11","Anaheim Ducks","Carolina Hurricanes",2,5,0,1,1,0,0,0,0,0
"637",637,"45302-BOS@VGS","2024-01-11","Boston Bruins","Vegas Golden Knights",1,0,0,1,0,0,0,1,0,0
"638",638,"45302-CGY@ARI","2024-01-11","Calgary Flames","Arizona Coyotes",4,2,1,0,1,0,0,0,0,0
"639",639,"45302-CHI@WPG","2024-01-11","Chicago Blackhawks","Winnipeg Jets",1,2,0,0,0,0,0,0,0,0
"640",640,"45302-EDM@DET","2024-01-11","Edmonton Oilers","Detroit Red Wings",2,2,0,0,0,0,1,0,0,0
"641",641,"45302-LA@FLA","2024-01-11","Los Angeles Kings","Florida Panthers",1,2,0,0,1,0,0,1,0,0
"642",642,"45302-NJ@TB","2024-01-11","New Jersey Devils","Tampa Bay Lightning",3,2,0,0,0,1,0,1,0,0
"643",643,"45302-NYR@STL","2024-01-11","New York Rangers","St. Louis Blues",1,3,0,2,1,0,0,0,0,0
"644",644,"45302-OTT@BUF","2024-01-11","Ottawa Senators","Buffalo Sabres",3,4,0,1,0,0,0,0,0,0
"645",645,"45302-SEA@WSH","2024-01-11","Seattle Kraken","Washington Capitals",4,1,0,0,0,0,0,0,0,0
"646",646,"45302-SJ@MTL","2024-01-11","San Jose Sharks","Montreal Canadiens",3,2,0,0,0,0,0,0,0,0
"647",647,"45302-TOR@NYI","2024-01-11","Toronto Maple Leafs","New York Islanders",3,1,0,2,0,0,0,1,0,0
"648",648,"45302-VAN@PIT","2024-01-11","Vancouver Canucks","Pittsburgh Penguins",2,3,0,0,1,0,1,0,0,0
"649",649,"45303-NSH@DAL","2024-01-12","Nashville Predators","Dallas Stars",5,2,0,1,1,0,0,0,0,0
"650",650,"45303-PHI@MIN","2024-01-12","Philadelphia Flyers","Minnesota Wild",3,3,0,0,0,0,1,0,0,0
"651",651,"45304-ANA@TB","2024-01-13","Anaheim Ducks","Tampa Bay Lightning",0,2,0,3,1,0,0,0,0,0
"652",652,"45304-ARI@MIN","2024-01-13","Arizona Coyotes","Minnesota Wild",4,0,0,0,2,0,0,0,0,0
"653",653,"45304-BOS@STL","2024-01-13","Boston Bruins","St. Louis Blues",2,1,0,2,1,0,1,0,0,0
"654",654,"45304-CGY@VGS","2024-01-13","Calgary Flames","Vegas Golden Knights",2,1,0,0,1,0,0,0,0,0
"655",655,"45304-COL@TOR","2024-01-13","Colorado Avalanche","Toronto Maple Leafs",4,3,0,0,1,0,0,0,0,0
"656",656,"45304-DAL@CHI","2024-01-13","Dallas Stars","Chicago Blackhawks",2,1,0,0,1,0,0,0,0,0
"657",657,"45304-EDM@MTL","2024-01-13","Edmonton Oilers","Montreal Canadiens",1,0,0,1,0,0,1,0,0,0
"658",658,"45304-LA@DET","2024-01-13","Los Angeles Kings","Detroit Red Wings",0,4,0,1,3,0,0,0,0,0
"659",659,"45304-NJ@FLA","2024-01-13","New Jersey Devils","Florida Panthers",4,0,0,1,0,0,0,0,0,0
"660",660,"45304-NYI@NSH","2024-01-13","New York Islanders","Nashville Predators",1,2,0,1,0,0,0,0,0,0
"661",661,"45304-NYR@WSH","2024-01-13","New York Rangers","Washington Capitals",2,3,0,0,0,0,0,0,0,0
"662",662,"45304-PHI@WPG","2024-01-13","Philadelphia Flyers","Winnipeg Jets",1,0,0,0,1,0,0,0,0,0
"663",663,"45304-PIT@CAR","2024-01-13","Pittsburgh Penguins","Carolina Hurricanes",2,2,0,0,0,0,0,1,0,0
"664",664,"45304-SEA@CBJ","2024-01-13","Seattle Kraken","Columbus Blue Jackets",6,3,0,1,1,0,0,0,0,0
"665",665,"45304-SJ@OTT","2024-01-13","San Jose Sharks","Ottawa Senators",4,5,0,0,0,0,0,0,0,0
"666",666,"45304-VAN@BUF","2024-01-13","Vancouver Canucks","Buffalo Sabres",1,0,0,0,0,0,0,0,0,0
"667",667,"45305-DET@TOR","2024-01-14","Detroit Red Wings","Toronto Maple Leafs",4,2,0,0,0,0,0,0,0,0
"668",668,"45305-WSH@NYR","2024-01-14","Washington Capitals","New York Rangers",1,2,0,0,0,0,0,0,0,0
"669",669,"45306-ANA@FLA","2024-01-15","Anaheim Ducks","Florida Panthers",3,1,1,2,0,1,1,0,0,0
"670",670,"45306-COL@MTL","2024-01-15","Colorado Avalanche","Montreal Canadiens",2,2,0,2,1,0,0,0,0,0
"671",671,"45306-LA@CAR","2024-01-15","Los Angeles Kings","Carolina Hurricanes",4,2,1,0,0,0,0,0,0,0
"672",672,"45306-NJ@BOS","2024-01-15","New Jersey Devils","Boston Bruins",0,2,0,1,0,0,0,0,0,0
"673",673,"45306-NSH@VGS","2024-01-15","Nashville Predators","Vegas Golden Knights",1,4,0,0,0,0,0,0,0,0
"674",674,"45306-NYI@MIN","2024-01-15","New York Islanders","Minnesota Wild",0,2,0,2,0,1,0,0,0,0
"675",675,"45306-PHI@STL","2024-01-15","Philadelphia Flyers","St. Louis Blues",4,1,0,1,0,0,0,0,0,0
"676",676,"45306-SEA@PIT","2024-01-15","Seattle Kraken","Pittsburgh Penguins",0,3,0,0,0,0,0,0,0,0
"677",677,"45306-SJ@BUF","2024-01-15","San Jose Sharks","Buffalo Sabres",0,2,0,1,0,0,0,0,0,0
"678",678,"45306-VAN@CBJ","2024-01-15","Vancouver Canucks","Columbus Blue Jackets",2,2,0,1,1,0,0,0,0,1
"679",679,"45307-ANA@WSH","2024-01-16","Anaheim Ducks","Washington Capitals",0,2,0,0,0,0,0,0,0,0
"680",680,"45307-ARI@CGY","2024-01-16","Arizona Coyotes","Calgary Flames",2,2,0,0,0,0,0,1,0,0
"681",681,"45307-COL@OTT","2024-01-16","Colorado Avalanche","Ottawa Senators",6,3,0,1,1,0,0,0,0,0
"682",682,"45307-LA@DAL","2024-01-16","Los Angeles Kings","Dallas Stars",0,4,0,0,1,1,0,0,0,0
"683",683,"45307-NYI@WPG","2024-01-16","New York Islanders","Winnipeg Jets",2,3,0,1,0,0,0,0,0,0
"684",684,"45307-SEA@NYR","2024-01-16","Seattle Kraken","New York Rangers",0,4,0,1,2,0,0,0,0,0
"685",685,"45307-SJ@CHI","2024-01-16","San Jose Sharks","Chicago Blackhawks",1,0,0,1,0,0,0,0,0,1
"686",686,"45307-TOR@EDM","2024-01-16","Toronto Maple Leafs","Edmonton Oilers",2,4,0,0,0,0,0,0,0,0
"687",687,"45308-DET@FLA","2024-01-17","Detroit Red Wings","Florida Panthers",2,1,0,0,0,1,1,0,0,0
"688",688,"45308-MTL@NJ","2024-01-17","Montreal Canadiens","New Jersey Devils",3,0,0,2,0,0,0,0,0,0
"689",689,"45309-ARI@VAN","2024-01-18","Arizona Coyotes","Vancouver Canucks",1,1,0,1,0,0,0,0,0,0
"690",690,"45309-CHI@BUF","2024-01-18","Chicago Blackhawks","Buffalo Sabres",0,2,0,1,0,0,0,0,0,0
"691",691,"45309-COL@BOS","2024-01-18","Colorado Avalanche","Boston Bruins",2,4,0,1,0,0,0,0,0,0
"692",692,"45309-DAL@PHI","2024-01-18","Dallas Stars","Philadelphia Flyers",1,4,0,1,0,0,0,0,0,0
"693",693,"45309-MIN@TB","2024-01-18","Minnesota Wild","Tampa Bay Lightning",3,4,0,3,0,0,0,0,0,0
"694",694,"45309-MTL@OTT","2024-01-18","Montreal Canadiens","Ottawa Senators",2,6,0,0,0,0,0,0,0,0
"695",695,"45309-NSH@LA","2024-01-18","Nashville Predators","Los Angeles Kings",1,0,0,1,1,0,0,0,0,0
"696",696,"45309-NYR@VGS","2024-01-18","New York Rangers","Vegas Golden Knights",0,3,0,1,1,1,0,0,0,0
"697",697,"45309-SEA@EDM","2024-01-18","Seattle Kraken","Edmonton Oilers",2,2,0,2,0,0,0,0,0,0
"698",698,"45309-STL@WSH","2024-01-18","St. Louis Blues","Washington Capitals",2,3,0,2,0,0,0,0,0,0
"699",699,"45309-TOR@CGY","2024-01-18","Toronto Maple Leafs","Calgary Flames",3,2,0,1,1,0,0,0,0,0
"700",700,"45310-DET@CAR","2024-01-19","Detroit Red Wings","Carolina Hurricanes",1,3,0,1,1,0,0,0,0,0
"701",701,"45310-MIN@FLA","2024-01-19","Minnesota Wild","Florida Panthers",1,4,0,0,5,0,0,0,0,0
"702",702,"45310-NJ@CBJ","2024-01-19","New Jersey Devils","Columbus Blue Jackets",4,1,0,0,0,0,0,0,0,0
"703",703,"45310-NYI@CHI","2024-01-19","New York Islanders","Chicago Blackhawks",3,3,0,0,0,0,0,1,0,0
"704",704,"45311-ANA@SJ","2024-01-20","Anaheim Ducks","San Jose Sharks",2,5,0,0,1,0,0,0,0,0
"705",705,"45311-COL@PHI","2024-01-20","Colorado Avalanche","Philadelphia Flyers",6,4,0,0,1,0,0,0,0,0
"706",706,"45311-DAL@NJ","2024-01-20","Dallas Stars","New Jersey Devils",4,2,1,0,1,0,0,0,0,0
"707",707,"45311-EDM@CGY","2024-01-20","Edmonton Oilers","Calgary Flames",3,1,0,0,0,0,0,0,0,0
"708",708,"45311-MTL@BOS","2024-01-20","Montreal Canadiens","Boston Bruins",2,8,0,1,2,0,0,0,0,0
"709",709,"45311-NSH@ARI","2024-01-20","Nashville Predators","Arizona Coyotes",1,3,0,0,1,0,0,0,0,0
"710",710,"45311-NYR@LA","2024-01-20","New York Rangers","Los Angeles Kings",1,2,0,0,0,0,0,0,0,0
"711",711,"45311-PIT@VGS","2024-01-20","Pittsburgh Penguins","Vegas Golden Knights",2,3,0,0,0,0,0,0,0,0
"712",712,"45311-TB@BUF","2024-01-20","Tampa Bay Lightning","Buffalo Sabres",2,1,1,0,0,0,0,0,0,0
"713",713,"45311-TOR@VAN","2024-01-20","Toronto Maple Leafs","Vancouver Canucks",3,4,1,2,0,0,0,0,0,0
"714",714,"45311-WPG@OTT","2024-01-20","Winnipeg Jets","Ottawa Senators",1,1,0,0,0,0,1,0,0,0
"715",715,"45311-WSH@STL","2024-01-20","Washington Capitals","St. Louis Blues",0,1,0,1,0,1,0,0,0,0
"716",716,"45312-DAL@NYI","2024-01-21","Dallas Stars","New York Islanders",2,2,0,0,0,0,0,1,0,0
"717",717,"45312-MIN@CAR","2024-01-21","Minnesota Wild","Carolina Hurricanes",5,2,0,0,0,0,0,0,0,0
"718",718,"45312-NYR@ANA","2024-01-21","New York Rangers","Anaheim Ducks",3,2,0,0,2,0,0,0,0,0
"719",719,"45312-OTT@PHI","2024-01-21","Ottawa Senators","Philadelphia Flyers",5,1,0,2,0,0,0,0,0,0
"720",720,"45312-TB@DET","2024-01-21","Tampa Bay Lightning","Detroit Red Wings",1,2,0,0,0,0,0,0,0,0
"721",721,"45312-TOR@SEA","2024-01-21","Toronto Maple Leafs","Seattle Kraken",3,1,0,0,0,0,0,0,0,0
"722",722,"45313-CHI@VAN","2024-01-22","Chicago Blackhawks","Vancouver Canucks",0,2,0,0,0,0,0,0,0,0
"723",723,"45313-FLA@NSH","2024-01-22","Florida Panthers","Nashville Predators",3,1,0,0,1,0,0,0,0,0
"724",724,"45313-PIT@ARI","2024-01-22","Pittsburgh Penguins","Arizona Coyotes",2,4,0,1,0,0,0,0,0,0
"725",725,"45313-SJ@LA","2024-01-22","San Jose Sharks","Los Angeles Kings",3,2,0,1,0,0,0,0,1,0
"726",726,"45313-VGS@NJ","2024-01-22","Vegas Golden Knights","New Jersey Devils",5,5,0,0,0,0,0,1,0,0
"727",727,"45313-WPG@BOS","2024-01-22","Winnipeg Jets","Boston Bruins",1,3,0,0,0,1,0,0,0,0
"728",728,"45314-BUF@ANA","2024-01-23","Buffalo Sabres","Anaheim Ducks",1,3,0,1,1,0,0,0,0,0
"729",729,"45314-CBJ@EDM","2024-01-23","Columbus Blue Jackets","Edmonton Oilers",1,3,0,1,0,0,0,0,0,0
"730",730,"45314-DAL@DET","2024-01-23","Dallas Stars","Detroit Red Wings",4,1,0,3,1,0,0,0,0,0
"731",731,"45314-NYR@SJ","2024-01-23","New York Rangers","San Jose Sharks",2,2,0,0,0,0,0,1,0,0
"732",732,"45314-OTT@MTL","2024-01-23","Ottawa Senators","Montreal Canadiens",3,1,1,0,0,0,0,0,0,0
"733",733,"45314-STL@CGY","2024-01-23","St. Louis Blues","Calgary Flames",3,3,1,0,0,0,0,0,0,0
"734",734,"45314-TB@PHI","2024-01-23","Tampa Bay Lightning","Philadelphia Flyers",4,2,0,1,2,0,0,0,0,0
"735",735,"45314-VGS@NYI","2024-01-23","Vegas Golden Knights","New York Islanders",2,1,0,0,1,1,0,0,0,0
"736",736,"45314-WSH@MIN","2024-01-23","Washington Capitals","Minnesota Wild",2,5,0,0,1,0,0,0,0,0
"737",737,"45315-ARI@FLA","2024-01-24","Arizona Coyotes","Florida Panthers",1,5,0,1,1,0,0,0,0,0
"738",738,"45315-BUF@LA","2024-01-24","Buffalo Sabres","Los Angeles Kings",5,2,0,1,0,0,0,0,0,0
"739",739,"45315-CAR@BOS","2024-01-24","Carolina Hurricanes","Boston Bruins",1,2,0,0,2,0,0,0,0,0
"740",740,"45315-CHI@SEA","2024-01-24","Chicago Blackhawks","Seattle Kraken",1,6,0,0,1,0,0,0,0,0
"741",741,"45315-STL@VAN","2024-01-24","St. Louis Blues","Vancouver Canucks",2,2,0,1,1,0,1,0,0,0
"742",742,"45315-WPG@TOR","2024-01-24","Winnipeg Jets","Toronto Maple Leafs",0,0,0,0,0,0,0,1,0,0
"743",743,"45315-WSH@COL","2024-01-24","Washington Capitals","Colorado Avalanche",2,3,0,2,0,1,0,0,0,0
"744",744,"45316-ANA@DAL","2024-01-25","Anaheim Ducks","Dallas Stars",3,3,0,0,0,0,0,1,0,0
"745",745,"45316-ARI@TB","2024-01-25","Arizona Coyotes","Tampa Bay Lightning",3,5,0,1,0,0,0,0,0,0
"746",746,"45316-BOS@OTT","2024-01-25","Boston Bruins","Ottawa Senators",1,0,0,2,1,0,1,0,0,0
"747",747,"45316-CBJ@CGY","2024-01-25","Columbus Blue Jackets","Calgary Flames",3,2,1,0,1,0,0,0,0,0
"748",748,"45316-CHI@EDM","2024-01-25","Chicago Blackhawks","Edmonton Oilers",0,2,0,1,0,0,0,0,0,0
"749",749,"45316-NJ@CAR","2024-01-25","New Jersey Devils","Carolina Hurricanes",2,2,0,1,0,0,0,0,0,0
"750",750,"45316-NSH@MIN","2024-01-25","Nashville Predators","Minnesota Wild",3,0,0,2,0,0,0,0,0,0
"751",751,"45316-NYI@MTL","2024-01-25","New York Islanders","Montreal Canadiens",0,2,0,2,3,0,0,0,0,0
"752",752,"45316-PHI@DET","2024-01-25","Philadelphia Flyers","Detroit Red Wings",0,2,0,0,0,1,0,0,0,0
"753",753,"45317-FLA@PIT","2024-01-26","Florida Panthers","Pittsburgh Penguins",0,1,0,1,2,0,0,0,1,0
"754",754,"45317-LA@COL","2024-01-26","Los Angeles Kings","Colorado Avalanche",0,4,0,1,1,0,0,0,0,0
"755",755,"45317-STL@SEA","2024-01-26","St. Louis Blues","Seattle Kraken",1,2,0,1,2,0,1,0,0,0
"756",756,"45317-VGS@NYR","2024-01-26","Vegas Golden Knights","New York Rangers",5,2,0,0,0,0,0,0,0,0
"757",757,"45318-ANA@MIN","2024-01-27","Anaheim Ducks","Minnesota Wild",3,2,0,0,0,0,0,0,0,0
"758",758,"45318-ARI@CAR","2024-01-27","Arizona Coyotes","Carolina Hurricanes",1,2,0,1,0,0,0,0,0,0
"759",759,"45318-BOS@PHI","2024-01-27","Boston Bruins","Philadelphia Flyers",6,2,0,0,0,0,0,0,0,0
"760",760,"45318-BUF@SJ","2024-01-27","Buffalo Sabres","San Jose Sharks",5,2,0,0,0,0,0,0,0,0
"761",761,"45318-CBJ@VAN","2024-01-27","Columbus Blue Jackets","Vancouver Canucks",2,1,1,3,1,0,0,1,0,0
"762",762,"45318-CHI@CGY","2024-01-27","Chicago Blackhawks","Calgary Flames",0,0,0,1,0,0,0,0,0,0
"763",763,"45318-FLA@NYI","2024-01-27","Florida Panthers","New York Islanders",0,2,0,0,2,0,1,0,0,0
"764",764,"45318-MTL@PIT","2024-01-27","Montreal Canadiens","Pittsburgh Penguins",1,2,0,0,1,0,0,1,0,0
"765",765,"45318-NJ@TB","2024-01-27","New Jersey Devils","Tampa Bay Lightning",3,6,0,0,0,0,0,0,0,0
"766",766,"45318-NSH@EDM","2024-01-27","Nashville Predators","Edmonton Oilers",1,2,0,2,0,0,0,0,0,0
"767",767,"45318-NYR@OTT","2024-01-27","New York Rangers","Ottawa Senators",7,1,0,1,0,0,0,0,0,0
"768",768,"45318-TOR@WPG","2024-01-27","Toronto Maple Leafs","Winnipeg Jets",2,2,0,0,2,0,0,0,0,0
"769",769,"45318-VGS@DET","2024-01-27","Vegas Golden Knights","Detroit Red Wings",2,4,0,1,0,0,0,0,0,0
"770",770,"45318-WSH@DAL","2024-01-27","Washington Capitals","Dallas Stars",3,3,0,1,1,0,0,1,0,0
"771",771,"45319-CBJ@SEA","2024-01-28","Columbus Blue Jackets","Seattle Kraken",2,2,0,2,0,0,0,0,0,0
"772",772,"45319-LA@STL","2024-01-28","Los Angeles Kings","St. Louis Blues",2,2,1,1,0,0,0,1,0,0
"773",773,"45320-NSH@OTT","2024-01-29","Nashville Predators","Ottawa Senators",3,3,0,0,0,0,0,1,0,0
"774",774,"45321-CBJ@STL","2024-01-30","Columbus Blue Jackets","St. Louis Blues",1,0,0,0,0,0,0,0,0,0
"775",775,"45321-SEA@SJ","2024-01-30","Seattle Kraken","San Jose Sharks",0,2,0,0,0,0,0,0,0,0
"776",776,"45322-LA@NSH","2024-01-31","Los Angeles Kings","Nashville Predators",4,2,0,0,0,0,0,0,0,0
"777",777,"45322-OTT@DET","2024-01-31","Ottawa Senators","Detroit Red Wings",2,2,0,0,0,0,1,0,0,0
"778",778,"45322-SJ@ANA","2024-01-31","San Jose Sharks","Anaheim Ducks",1,2,0,0,1,0,0,1,0,0
"779",779,"45327-COL@NYR","2024-02-05","Colorado Avalanche","New York Rangers",1,1,0,0,0,0,0,1,0,0
"780",780,"45327-NYI@TOR","2024-02-05","New York Islanders","Toronto Maple Leafs",3,1,0,1,0,0,0,0,0,0
"781",781,"45328-CGY@BOS","2024-02-06","Calgary Flames","Boston Bruins",2,0,0,1,2,0,0,0,0,0
"782",782,"45328-COL@NJ","2024-02-06","Colorado Avalanche","New Jersey Devils",3,5,0,0,0,0,0,0,0,0
"783",783,"45328-DAL@BUF","2024-02-06","Dallas Stars","Buffalo Sabres",1,0,0,1,1,0,0,0,0,0
"784",784,"45328-EDM@VGS","2024-02-06","Edmonton Oilers","Vegas Golden Knights",0,3,1,0,0,0,0,0,0,0
"785",785,"45328-MTL@WSH","2024-02-06","Montreal Canadiens","Washington Capitals",4,2,0,0,1,0,0,0,0,0
"786",786,"45328-PHI@FLA","2024-02-06","Philadelphia Flyers","Florida Panthers",2,0,0,1,0,0,0,0,0,0
"787",787,"45328-VAN@CAR","2024-02-06","Vancouver Canucks","Carolina Hurricanes",1,0,0,1,2,1,0,0,0,0
"788",788,"45328-WPG@PIT","2024-02-06","Winnipeg Jets","Pittsburgh Penguins",0,1,0,2,0,0,0,0,0,0
"789",789,"45329-DAL@TOR","2024-02-07","Dallas Stars","Toronto Maple Leafs",3,2,0,3,1,0,0,0,0,0
"790",790,"45329-MIN@CHI","2024-02-07","Minnesota Wild","Chicago Blackhawks",2,1,0,0,0,0,0,0,0,0
"791",791,"45329-TB@NYR","2024-02-07","Tampa Bay Lightning","New York Rangers",1,3,0,0,0,0,0,0,0,0
"792",792,"45330-CGY@NJ","2024-02-08","Calgary Flames","New Jersey Devils",5,2,0,0,0,1,0,0,0,0
"793",793,"45330-COL@CAR","2024-02-08","Colorado Avalanche","Carolina Hurricanes",2,4,0,1,0,0,0,0,0,0
"794",794,"45330-TB@NYI","2024-02-08","Tampa Bay Lightning","New York Islanders",1,5,0,1,1,0,0,0,0,0
"795",795,"45330-VAN@BOS","2024-02-08","Vancouver Canucks","Boston Bruins",0,2,0,0,0,2,0,0,0,0
"796",796,"45330-VGS@ARI","2024-02-08","Vegas Golden Knights","Arizona Coyotes",3,2,0,0,0,0,0,0,0,0
"797",797,"45330-WPG@PHI","2024-02-08","Winnipeg Jets","Philadelphia Flyers",1,3,0,0,0,1,0,0,0,0
"798",798,"45330-WSH@FLA","2024-02-08","Washington Capitals","Florida Panthers",1,3,0,1,1,0,0,0,0,0
"799",799,"45331-EDM@ANA","2024-02-09","Edmonton Oilers","Anaheim Ducks",4,1,0,2,1,0,0,0,0,0
"800",800,"45331-NYR@CHI","2024-02-09","New York Rangers","Chicago Blackhawks",3,3,0,0,0,0,1,0,0,0
"801",801,"45331-PIT@MIN","2024-02-09","Pittsburgh Penguins","Minnesota Wild",1,2,0,1,1,0,0,0,0,0
"802",802,"45332-ARI@NSH","2024-02-10","Arizona Coyotes","Nashville Predators",2,2,0,2,2,0,0,1,0,0
"803",803,"45332-CGY@NYI","2024-02-10","Calgary Flames","New York Islanders",4,2,0,0,1,0,0,0,0,0
"804",804,"45332-COL@FLA","2024-02-10","Colorado Avalanche","Florida Panthers",0,2,0,2,0,0,0,0,0,0
"805",805,"45332-DAL@MTL","2024-02-10","Dallas Stars","Montreal Canadiens",3,2,0,0,0,0,0,0,0,0
