"","date","home_team","away_team","ft_home","fg_home","threes_home","ft_away","fg_away","threes_away"
"1","10/24/2023","Denver","LA Lakers",9,34,14,15,31,10
"2","10/24/2023","Golden State","Phoenix",22,26,10,13,31,11
"3","10/25/2023","Orlando","Houston",23,33,9,10,20,12
"4","10/25/2023","New York","Boston",14,18,18,22,25,12
"5","10/25/2023","Indiana","Washington",11,36,20,23,35,9
"6","10/25/2023","Charlotte","Atlanta",19,32,11,27,34,5
"7","10/25/2023","Toronto","Minnesota",11,22,14,18,26,8
"8","10/25/2023","Miami","Detroit",21,29,8,9,30,11
"9","10/25/2023","Brooklyn","Cleveland",20,33,9,9,27,17
"10","10/25/2023","Memphis","New Orleans",16,26,12,17,26,14
"11","10/25/2023","Chicago","Oklahoma City",14,27,12,15,26,19
"12","10/25/2023","Utah","Sacramento",23,32,9,17,28,19
"13","10/25/2023","San Antonio","Dallas",16,35,11,17,32,15
"14","10/25/2023","LA Clippers","Portland",13,31,16,13,34,10
"15","10/26/2023","Milwaukee","Philadelphia",25,30,11,19,25,16
"16","10/26/2023","LA Lakers","Phoenix",23,31,5,18,25,9
"17","10/27/2023","Memphis","Denver",20,27,10,12,27,14
"18","10/27/2023","Charlotte","Detroit",26,26,7,21,30,10
"19","10/27/2023","Cleveland","Oklahoma City",17,26,12,15,27,13
"20","10/27/2023","Boston","Miami",13,29,16,19,22,16
"21","10/27/2023","Atlanta","New York",24,30,12,20,23,20
"22","10/27/2023","San Antonio","Houston",21,33,13,10,44,8
"23","10/27/2023","Chicago","Toronto",22,29,8,16,30,9
"24","10/27/2023","Dallas","Brooklyn",22,29,15,9,24,21
"25","10/27/2023","Utah","LA Clippers",20,26,16,22,27,14
"26","10/27/2023","Sacramento","Golden State",20,29,12,12,34,14
"27","10/27/2023","Portland","Orlando",18,26,9,21,27,9
"28","10/28/2023","New Orleans","New York",7,31,9,14,26,7
"29","10/28/2023","Washington","Memphis",17,24,16,9,20,19
"30","10/28/2023","Detroit","Chicago",16,33,12,13,28,11
"31","10/28/2023","Toronto","Philadelphia",14,21,17,18,33,10
"32","10/28/2023","Cleveland","Indiana",15,31,12,14,33,15
"33","10/28/2023","Minnesota","Miami",6,32,12,8,23,12
"34","10/28/2023","Phoenix","Utah",26,35,10,12,28,12
"35","10/29/2023","Oklahoma City","Denver",15,31,6,11,42,11
"36","10/29/2023","Milwaukee","Atlanta",16,23,16,18,32,15
"37","10/29/2023","Houston","Golden State",18,25,9,18,17,18
"38","10/29/2023","Philadelphia","Portland",35,29,11,19,29,7
"39","10/29/2023","Sacramento","LA Lakers",17,32,17,26,28,15
"40","10/29/2023","LA Clippers","San Antonio",13,31,16,12,19,11
"41","10/30/2023","Washington","Boston",18,28,11,5,32,19
"42","10/30/2023","Indiana","Chicago",21,24,12,26,34,6
"43","10/30/2023","Charlotte","Brooklyn",19,39,8,23,37,12
"44","10/30/2023","Toronto","Portland",11,34,4,12,27,11
"45","10/30/2023","Atlanta","Minnesota",17,34,14,9,28,16
"46","10/30/2023","Oklahoma City","Detroit",23,31,13,19,24,15
"47","10/30/2023","New Orleans","Golden State",16,28,10,13,36,15
"48","10/30/2023","Milwaukee","Miami",22,32,12,19,28,13
"49","10/30/2023","Memphis","Dallas",12,28,14,18,19,23
"50","10/30/2023","Denver","Utah",7,38,9,7,31,11
"51","10/30/2023","LA Lakers","Orlando",14,34,8,13,24,14
"52","10/31/2023","Cleveland","New York",9,26,10,20,25,13
"53","10/31/2023","Phoenix","San Antonio",12,24,18,15,29,14
"54","10/31/2023","LA Clippers","Orlando",16,30,14,19,31,7
"55","11/01/2023","Toronto","Milwaukee",13,36,15,28,22,13
"56","11/01/2023","Detroit","Portland",10,29,11,27,31,7
"57","11/01/2023","Oklahoma City","New Orleans",23,31,7,17,27,13
"58","11/01/2023","New York","Cleveland",20,27,5,19,20,12
"59","11/01/2023","Miami","Brooklyn",14,26,13,19,21,16
"60","11/01/2023","Boston","Indiana",27,34,20,7,41,5
"61","11/01/2023","Atlanta","Washington",29,37,9,9,41,10
"62","11/01/2023","Minnesota","Denver",26,30,8,7,32,6
"63","11/01/2023","Houston","Charlotte",19,23,21,18,34,11
"64","11/01/2023","Dallas","Chicago",20,17,20,10,31,11
"65","11/01/2023","Utah","Memphis",17,25,22,25,21,14
"66","11/01/2023","LA Lakers","LA Clippers",27,35,11,17,33,14
"67","11/01/2023","Golden State","Sacramento",13,28,11,18,25,11
"68","11/02/2023","Philadelphia","Toronto",21,33,9,13,28,10
"69","11/02/2023","New Orleans","Detroit",33,25,14,21,28,13
"70","11/02/2023","Utah","Orlando",19,29,12,27,29,10
"71","11/02/2023","Phoenix","San Antonio",19,27,16,12,33,18
"72","11/03/2023","Indiana","Cleveland",16,30,15,20,36,8
"73","11/03/2023","Milwaukee","New York",20,15,20,19,28,10
"74","11/03/2023","Oklahoma City","Golden State",24,35,15,25,31,18
"75","11/03/2023","Chicago","Brooklyn",10,32,11,3,26,18
"76","11/03/2023","Miami","Washington",12,35,13,9,33,13
"77","11/03/2023","Portland","Memphis",28,30,9,9,37,10
"78","11/03/2023","Denver","Dallas",14,36,13,15,24,17
"79","11/04/2023","Philadelphia","Phoenix",15,32,11,27,23,9
"80","11/04/2023","New Orleans","Atlanta",17,32,8,19,31,14
"81","11/04/2023","Orlando","LA Lakers",16,34,12,19,29,8
"82","11/04/2023","Indiana","Charlotte",12,23,22,23,39,8
"83","11/04/2023","Minnesota","Utah",24,36,9,13,23,12
"84","11/04/2023","Houston","Sacramento",14,27,13,14,21,11
"85","11/04/2023","Brooklyn","Boston",11,26,17,23,28,15
"86","11/04/2023","Denver","Chicago",23,26,16,16,32,7
"87","11/05/2023","Detroit","Phoenix",12,35,8,26,35,8
"88","11/05/2023","San Antonio","Toronto",10,38,10,16,25,19
"89","11/05/2023","Cleveland","Golden State",22,30,11,20,18,16
"90","11/05/2023","Dallas","Charlotte",24,29,14,12,41,8
"91","11/05/2023","Portland","Memphis",12,23,14,9,32,13
"92","11/06/2023","Philadelphia","Washington",32,39,12,16,35,14
"93","11/06/2023","Orlando","Dallas",14,32,8,20,26,15
"94","11/06/2023","Indiana","San Antonio",22,35,20,23,32,8
"95","11/06/2023","Detroit","Golden State",20,25,13,16,34,12
"96","11/06/2023","New York","LA Clippers",17,29,12,14,25,11
"97","11/06/2023","Miami","LA Lakers",14,29,12,11,36,8
"98","11/06/2023","Brooklyn","Milwaukee",11,33,16,21,30,16
"99","11/06/2023","Oklahoma City","Atlanta",22,31,14,27,24,14
"100","11/06/2023","Minnesota","Boston",13,31,13,26,25,11
"101","11/06/2023","Houston","Sacramento",21,28,15,11,22,14
"102","11/06/2023","Chicago","Utah",16,30,18,15,25,16
"103","11/06/2023","Denver","New Orleans",17,36,15,13,32,13
"104","11/08/2023","Philadelphia","Boston",13,33,9,16,21,15
"105","11/08/2023","Indiana","Utah",17,39,13,17,34,11
"106","11/08/2023","Charlotte","Washington",26,33,8,20,29,18
"107","11/08/2023","New York","San Antonio",15,27,19,8,35,9
"108","11/08/2023","Brooklyn","LA Clippers",11,22,15,13,28,8
"109","11/08/2023","Oklahoma City","Cleveland",28,32,12,27,33,9
"110","11/08/2023","Minnesota","New Orleans",17,30,15,21,28,8
"111","11/08/2023","Milwaukee","Detroit",27,30,11,15,41,7
"112","11/08/2023","Memphis","Miami",21,24,11,27,24,11
"113","11/08/2023","Houston","LA Lakers",12,37,14,15,29,7
"114","11/08/2023","Chicago","Phoenix",17,28,14,21,19,19
"115","11/08/2023","Dallas","Toronto",19,23,17,18,38,11
"116","11/08/2023","Sacramento","Portland",28,30,11,22,36,8
"117","11/08/2023","Denver","Golden State",15,30,11,20,26,11
"118","11/09/2023","Indiana","Milwaukee",18,24,20,23,37,9
"119","11/10/2023","Washington","Charlotte",17,29,14,18,44,6
"120","11/10/2023","Detroit","Philadelphia",18,32,8,35,26,9
"121","11/10/2023","Boston","Brooklyn",20,22,19,16,23,15
"122","11/10/2023","San Antonio","Minnesota",12,31,12,21,33,10
"123","11/10/2023","Memphis","Utah",10,27,19,27,23,18
"124","11/10/2023","Houston","New Orleans",22,26,10,25,26,8
"125","11/10/2023","Dallas","LA Clippers",23,32,19,32,35,8
"126","11/10/2023","Sacramento","Oklahoma City",16,25,13,13,32,7
"127","11/10/2023","Phoenix","LA Lakers",20,27,15,26,30,12
"128","11/11/2023","Orlando","Milwaukee",30,26,10,12,29,9
"129","11/11/2023","Boston","Toronto",8,32,15,14,25,10
"130","11/11/2023","Atlanta","Miami",15,20,18,23,29,12
"131","11/11/2023","Golden State","Cleveland",23,24,13,33,26,11
"132","11/12/2023","New York","Charlotte",20,32,15,7,32,12
"133","11/12/2023","Brooklyn","Washington",16,25,12,18,23,10
"134","11/12/2023","LA Clippers","Memphis",15,25,12,18,24,13
"135","11/12/2023","Philadelphia","Indiana",17,39,14,16,31,16
"136","11/12/2023","San Antonio","Miami",10,23,19,28,27,12
"137","11/12/2023","New Orleans","Dallas",13,30,17,16,30,20
"138","11/12/2023","Houston","Denver",23,27,10,11,33,9
"139","11/12/2023","Chicago","Detroit",20,33,11,21,27,11
"140","11/12/2023","Phoenix","Oklahoma City",26,23,9,21,30,10
"141","11/12/2023","Golden State","Minnesota",24,25,12,21,34,9
"142","11/12/2023","LA Lakers","Portland",30,37,4,7,32,13
"143","11/13/2023","Toronto","Washington",17,41,4,9,31,12
"144","11/13/2023","Boston","New York",15,21,19,17,18,15
"145","11/13/2023","Milwaukee","Chicago",19,27,15,19,24,14
"146","11/13/2023","Sacramento","Cleveland",14,29,20,14,29,16
"147","11/14/2023","Philadelphia","Indiana",34,37,6,23,35,13
"148","11/14/2023","Detroit","Atlanta",16,37,10,24,33,12
"149","11/14/2023","Charlotte","Miami",18,21,15,23,32,8
"150","11/14/2023","Oklahoma City","San Antonio",16,31,15,6,27,9
"151","11/14/2023","Brooklyn","Orlando",13,27,19,16,20,16
"152","11/14/2023","New Orleans","Dallas",19,35,14,20,24,14
"153","11/14/2023","Utah","Portland",14,31,13,14,26,11
"154","11/14/2023","Golden State","Minnesota",14,24,13,18,22,14
"155","11/14/2023","Denver","LA Clippers",25,31,8,21,24,13
"156","11/14/2023","LA Lakers","Memphis",18,25,22,9,19,20
"157","11/15/2023","Washington","Dallas",19,31,12,17,31,17
"158","11/15/2023","Toronto","Milwaukee",27,29,9,20,24,20
"159","11/15/2023","Philadelphia","Boston",18,28,11,15,24,18
"160","11/15/2023","Atlanta","New York",20,29,12,10,29,16
"161","11/15/2023","Chicago","Orlando",19,24,9,24,24,8
"162","11/15/2023","Phoenix","Minnesota",14,34,17,26,37,5
"163","11/15/2023","Portland","Cleveland",14,21,13,16,33,9
"164","11/15/2023","LA Lakers","Sacramento",15,31,11,13,32,16
"165","11/16/2023","Miami","Brooklyn",23,27,15,21,26,14
"166","11/16/2023","Golden State","Oklahoma City",15,26,14,21,25,19
"167","11/17/2023","Washington","New York",15,27,10,14,29,16
"168","11/17/2023","Charlotte","Milwaukee",19,31,6,10,27,22
"169","11/17/2023","San Antonio","Sacramento",19,28,15,19,28,18
"170","11/17/2023","Toronto","Boston",9,30,12,8,26,16
"171","11/17/2023","Cleveland","Detroit",15,33,9,13,30,9
"172","11/17/2023","Atlanta","Philadelphia",24,28,12,27,30,13
"173","11/17/2023","New Orleans","Denver",11,34,12,6,37,10
"174","11/17/2023","Chicago","Orlando",17,25,10,16,27,11
"175","11/17/2023","Portland","LA Lakers",13,26,10,15,28,12
"176","11/17/2023","Utah","Phoenix",26,27,16,23,27,18
"177","11/17/2023","LA Clippers","Houston",21,23,13,14,28,10
"178","11/18/2023","Charlotte","New York",11,23,17,14,30,16
"179","11/18/2023","New Orleans","Minnesota",20,32,12,22,30,13
"180","11/18/2023","San Antonio","Memphis",21,21,15,29,29,11
"181","11/18/2023","Milwaukee","Dallas",17,32,17,7,35,16
"182","11/18/2023","Chicago","Miami",14,20,16,19,21,12
"183","11/18/2023","Golden State","Oklahoma City",17,26,18,18,44,8
"184","11/19/2023","Brooklyn","Philadelphia",12,27,11,17,28,16
"185","11/19/2023","Toronto","Detroit",18,41,14,26,30,9
"186","11/19/2023","Indiana","Orlando",24,34,8,35,36,7
"187","11/19/2023","Cleveland","Denver",20,34,11,17,25,14
"188","11/19/2023","Dallas","Sacramento",19,29,12,16,31,17
"189","11/19/2023","Utah","Phoenix",26,33,15,22,32,18
"190","11/19/2023","Memphis","Boston",9,20,17,20,23,12
"191","11/19/2023","Portland","Oklahoma City",14,25,9,14,27,22
"192","11/19/2023","LA Lakers","Houston",21,33,6,8,27,14
"193","11/20/2023","Washington","Milwaukee",9,45,10,21,44,11
"194","11/20/2023","Detroit","Denver",24,29,7,16,29,11
"195","11/20/2023","Charlotte","Boston",16,33,13,18,26,16
"196","11/20/2023","San Antonio","LA Clippers",11,29,10,22,33,12
"197","11/20/2023","New Orleans","Sacramento",17,38,12,16,22,11
"198","11/20/2023","Minnesota","New York",24,30,11,27,23,9
"199","11/20/2023","Chicago","Miami",15,26,11,17,25,17
"200","11/20/2023","Golden State","Houston",28,15,21,15,31,13
"201","11/21/2023","Orlando","Toronto",14,38,12,17,24,14
"202","11/21/2023","Philadelphia","Cleveland",28,29,11,21,37,9
"203","11/21/2023","Atlanta","Indiana",23,42,15,21,35,22
"204","11/21/2023","Phoenix","Portland",27,36,7,17,24,14
"205","11/21/2023","LA Lakers","Utah",22,38,11,12,27,11
"206","11/22/2023","Orlando","Denver",26,34,10,16,29,15
"207","11/22/2023","Charlotte","Washington",15,27,16,15,33,11
"208","11/22/2023","Indiana","Toronto",13,32,18,25,37,11
"209","11/22/2023","Cleveland","Miami",10,22,14,17,26,20
"210","11/22/2023","Boston","Milwaukee",14,27,17,13,32,13
"211","11/22/2023","Atlanta","Brooklyn",27,33,18,20,40,15
"212","11/22/2023","San Antonio","LA Clippers",21,24,11,22,30,9
"213","11/22/2023","Oklahoma City","Chicago",31,26,11,17,17,17
"214","11/22/2023","New Orleans","Sacramento",28,34,7,29,19,15
"215","11/22/2023","Minnesota","Philadelphia",16,33,10,24,27,7
"216","11/22/2023","Houston","Memphis",17,26,14,30,20,7
"217","11/22/2023","Portland","Utah",10,30,17,21,27,10
"218","11/22/2023","Phoenix","Golden State",44,23,11,19,33,10
"219","11/22/2023","LA Lakers","Dallas",12,28,11,12,22,16
"220","11/24/2023","Orlando","Boston",16,32,11,27,24,7
"221","11/24/2023","Memphis","Phoenix",6,28,9,21,28,11
"222","11/24/2023","Toronto","Chicago",20,31,13,12,30,12
"223","11/24/2023","New York","Miami",12,29,10,20,24,10
"224","11/24/2023","Minnesota","Sacramento",27,24,12,9,32,17
"225","11/24/2023","Milwaukee","Washington",26,39,9,17,33,15
"226","11/24/2023","Houston","Denver",13,28,12,15,25,7
"227","11/24/2023","Indiana","Detroit",22,33,16,20,36,7
"228","11/24/2023","Golden State","San Antonio",19,21,19,10,33,12
"229","11/24/2023","LA Clippers","New Orleans",11,31,11,20,33,10
"230","11/25/2023","Oklahoma City","Philadelphia",21,27,16,37,24,14
"231","11/25/2023","Brooklyn","Miami",20,25,14,10,27,11
"232","11/25/2023","Washington","Atlanta",12,33,10,14,34,18
"233","11/25/2023","Cleveland","LA Lakers",20,34,9,18,38,9
"234","11/25/2023","Utah","New Orleans",14,23,15,11,28,11
"235","11/25/2023","LA Clippers","Dallas",23,30,8,11,25,9
"236","11/26/2023","Milwaukee","Portland",24,21,14,15,24,13
"237","11/26/2023","Memphis","Minnesota",19,24,10,18,28,15
"238","11/26/2023","Orlando","Charlotte",26,37,10,16,31,13
"239","11/26/2023","New York","Phoenix",23,27,12,16,26,16
"240","11/26/2023","Boston","Atlanta",16,29,13,12,17,19
"241","11/26/2023","Cleveland","Toronto",5,35,10,20,29,8
"242","11/26/2023","Brooklyn","Chicago",11,16,25,17,28,12
"243","11/26/2023","Denver","San Antonio",20,38,12,22,28,14
"244","11/27/2023","Philadelphia","LA Lakers",22,25,22,9,32,7
"245","11/27/2023","Indiana","Portland",18,34,8,25,31,9
"246","11/27/2023","Detroit","Washington",13,35,8,26,35,10
"247","11/27/2023","Utah","New Orleans",23,20,17,17,37,7
"248","11/27/2023","LA Clippers","Denver",28,29,6,15,34,10
"249","11/28/2023","New York","Charlotte",18,26,15,4,24,13
"250","11/28/2023","Miami","Milwaukee",14,34,14,24,34,13
"251","11/28/2023","Cleveland","Atlanta",15,37,13,22,22,13
"252","11/28/2023","Brooklyn","Toronto",22,27,13,12,26,13
"253","11/28/2023","Boston","Chicago",9,26,21,10,30,9
"254","11/28/2023","Minnesota","Oklahoma City",26,19,14,18,26,11
"255","11/28/2023","Dallas","Houston",25,30,12,23,34,8
"256","11/28/2023","Sacramento","Golden State",27,26,15,26,23,17
"257","11/29/2023","Orlando","Washington",20,34,17,27,30,11
"258","11/29/2023","Detroit","LA Lakers",12,25,15,31,33,12
"259","11/29/2023","Toronto","Phoenix",18,32,10,22,31,7
"260","11/29/2023","New Orleans","Philadelphia",30,32,10,16,28,14
"261","11/29/2023","Memphis","Utah",6,30,13,7,18,16
"262","11/29/2023","Denver","Houston",19,29,19,14,31,16
"263","11/29/2023","Sacramento","LA Clippers",24,27,13,17,36,14
"264","11/30/2023","Cleveland","Portland",12,31,7,11,25,14
"265","11/30/2023","New York","Detroit",20,25,16,11,28,15
"266","11/30/2023","Miami","Indiana",38,40,8,21,39,11
"267","11/30/2023","Brooklyn","Charlotte",10,38,14,16,25,21
"268","11/30/2023","San Antonio","Atlanta",21,30,18,25,35,14
"269","11/30/2023","Oklahoma City","LA Lakers",19,36,14,27,25,11
"270","11/30/2023","Minnesota","Utah",10,26,13,13,22,11
"271","11/30/2023","Chicago","Milwaukee",17,32,13,9,28,16
"272","11/30/2023","Golden State","LA Clippers",23,26,15,18,30,12
"273","12/01/2023","Orlando","Washington",26,34,12,22,32,13
"274","12/01/2023","Dallas","Memphis",14,22,12,9,33,11
"275","12/01/2023","Toronto","New York",12,38,6,13,29,16
"276","12/01/2023","Boston","Philadelphia",31,23,16,17,27,16
"277","12/01/2023","New Orleans","San Antonio",27,32,10,14,22,16
"278","12/01/2023","Phoenix","Denver",24,30,9,7,38,12
"279","12/02/2023","LA Clippers","Golden State",12,31,13,19,21,17
"280","12/02/2023","Charlotte","Minnesota",17,32,12,26,32,11
"281","12/02/2023","Detroit","Cleveland",15,31,8,12,34,10
"282","12/02/2023","Brooklyn","Orlando",23,32,14,22,26,9
"283","12/02/2023","Milwaukee","Atlanta",12,39,14,16,30,15
"284","12/02/2023","Chicago","New Orleans",11,31,17,28,33,8
"285","12/02/2023","Miami","Indiana",21,36,12,16,40,16
"286","12/02/2023","Phoenix","Memphis",35,27,9,22,30,9
"287","12/02/2023","Dallas","Oklahoma City",23,20,19,18,24,20
"288","12/02/2023","Utah","Portland",19,39,7,24,25,13
"289","12/02/2023","Sacramento","Denver",11,32,16,13,43,6
"290","12/02/2023","LA Lakers","Houston",19,32,8,14,25,11
"291","12/04/2023","Indiana","Boston",17,24,19,8,34,12
"292","12/04/2023","Sacramento","New Orleans",27,24,14,19,33,14
"293","12/05/2023","Milwaukee","New York",13,32,23,29,36,7
"294","12/05/2023","LA Lakers","Phoenix",21,29,9,17,25,12
"295","12/06/2023","Washington","Philadelphia",8,38,14,29,39,8
"296","12/06/2023","Detroit","Memphis",9,30,11,11,36,11
"297","12/06/2023","Cleveland","Orlando",15,32,14,27,39,2
"298","12/06/2023","Minnesota","San Antonio",18,24,12,10,30,8
"299","12/06/2023","Atlanta","Brooklyn",17,30,12,17,32,11
"300","12/06/2023","Toronto","Miami",15,23,14,16,27,14
"301","12/06/2023","Houston","Oklahoma City",15,25,15,19,29,8
"302","12/06/2023","Chicago","Charlotte",23,26,12,12,29,10
"303","12/06/2023","Dallas","Utah",13,34,22,15,23,12
"304","12/06/2023","LA Clippers","Denver",19,28,12,8,29,12
"305","12/06/2023","Golden State","Portland",28,26,10,12,23,16
"306","12/08/2023","Philadelphia","Atlanta",30,31,11,19,28,13
"307","12/08/2023","Orlando","Detroit",15,39,10,17,28,6
"308","12/08/2023","Charlotte","Toronto",18,31,13,16,41,6
"309","12/08/2023","Boston","New York",18,29,19,20,29,15
"310","12/08/2023","Brooklyn","Washington",14,40,10,15,32,6
"311","12/08/2023","Oklahoma City","Golden State",31,46,5,19,30,19
"312","12/08/2023","Memphis","Minnesota",14,22,15,24,29,15
"313","12/08/2023","Miami","Cleveland",10,22,15,17,26,14
"314","12/08/2023","San Antonio","Chicago",17,22,17,14,34,13
"315","12/08/2023","Phoenix","Sacramento",15,29,11,16,28,14
"316","12/08/2023","Denver","Houston",20,28,10,31,22,13
"317","12/08/2023","Portland","Dallas",16,21,18,19,35,12
"318","12/08/2023","Utah","LA Clippers",18,29,9,16,28,15
"319","12/11/2023","Philadelphia","Washington",22,32,20,20,27,9
"320","12/11/2023","Orlando","Cleveland",19,32,7,25,21,9
"321","12/11/2023","Detroit","Indiana",23,35,10,14,39,13
"322","12/11/2023","Charlotte","Miami",17,23,17,27,22,15
"323","12/11/2023","New York","Toronto",15,35,17,22,33,14
"324","12/11/2023","Atlanta","Denver",17,27,17,23,35,12
"325","12/11/2023","Oklahoma City","Utah",16,32,18,20,32,12
"326","12/11/2023","New Orleans","Minnesota",31,30,10,14,27,13
"327","12/11/2023","Milwaukee","Chicago",30,29,15,20,32,15
"328","12/11/2023","Memphis","Dallas",13,23,18,17,26,17
"329","12/11/2023","Houston","San Antonio",17,20,12,15,26,5
"330","12/11/2023","Sacramento","Brooklyn",10,23,25,20,28,14
"331","12/11/2023","LA Clippers","Portland",21,36,13,22,24,19
"332","12/12/2023","Dallas","LA Lakers",18,23,21,12,34,15
"333","12/12/2023","Boston","Cleveland",26,20,18,6,25,19
"334","12/12/2023","Chicago","Denver",21,23,13,22,25,14
"335","12/12/2023","Phoenix","Golden State",29,24,14,18,25,16
"336","12/12/2023","LA Clippers","Sacramento",20,33,11,17,26,10
"337","12/13/2023","Washington","New Orleans",19,23,19,26,34,16
"338","12/13/2023","Detroit","Philadelphia",23,29,10,28,34,11
"339","12/13/2023","Toronto","Atlanta",17,32,18,14,30,18
"340","12/13/2023","Miami","Charlotte",18,26,15,10,29,12
"341","12/13/2023","San Antonio","LA Lakers",13,29,16,10,35,14
"342","12/13/2023","Milwaukee","Indiana",37,41,7,25,34,11
"343","12/13/2023","Houston","Memphis",27,27,12,24,25,10
"344","12/13/2023","Utah","New York",15,27,16,22,32,9
"345","12/13/2023","Phoenix","Brooklyn",23,31,9,19,26,15
"346","12/14/2023","Miami","Chicago",27,22,15,20,31,14
"347","12/14/2023","Boston","Cleveland",17,30,13,16,29,11
"348","12/14/2023","Dallas","Minnesota",16,32,7,17,30,14
"349","12/14/2023","Denver","Brooklyn",18,35,12,15,31,8
"350","12/14/2023","Sacramento","Oklahoma City",16,29,18,24,33,11
"351","12/14/2023","Portland","Utah",12,27,16,13,38,11
"352","12/14/2023","LA Clippers","Golden State",26,28,13,17,24,16
"353","12/15/2023","Washington","Indiana",20,39,13,12,33,15
"354","12/15/2023","Philadelphia","Detroit",28,27,14,18,31,4
"355","12/15/2023","Charlotte","New Orleans",16,32,9,27,29,9
"356","12/15/2023","San Antonio","LA Lakers",17,29,18,18,32,11
"357","12/15/2023","Toronto","Atlanta",14,30,10,5,36,16
"358","12/15/2023","Boston","Orlando",14,30,18,13,28,14
"359","12/15/2023","Memphis","Houston",11,26,11,28,21,11
"360","12/15/2023","Phoenix","New York",17,36,11,24,32,17
"361","12/16/2023","Milwaukee","Detroit",27,31,19,22,37,6
"362","12/16/2023","Charlotte","Philadelphia",9,26,7,15,39,14
"363","12/16/2023","Cleveland","Atlanta",13,33,16,22,26,15
"364","12/16/2023","Minnesota","Indiana",13,30,18,13,39,6
"365","12/16/2023","Miami","Chicago",19,30,13,26,21,16
"366","12/16/2023","Golden State","Brooklyn",19,27,17,13,28,17
"367","12/16/2023","Portland","Dallas",19,40,7,19,32,16
"368","12/16/2023","Denver","Oklahoma City",21,30,12,25,36,7
"369","12/16/2023","Sacramento","Utah",11,24,22,16,26,12
"370","12/16/2023","LA Clippers","New York",28,34,16,23,33,11
"371","12/17/2023","Boston","Orlando",7,28,17,18,23,11
"372","12/17/2023","San Antonio","New Orleans",15,25,15,14,33,22
"373","12/17/2023","Milwaukee","Houston",25,32,13,18,34,11
"374","12/17/2023","Phoenix","Washington",23,34,7,16,25,14
"375","12/17/2023","Portland","Golden State",21,27,13,13,33,13
"376","12/18/2023","Philadelphia","Chicago",17,27,11,12,30,12
"377","12/18/2023","Indiana","LA Clippers",17,37,12,20,37,19
"378","12/18/2023","Cleveland","Houston",22,28,19,24,35,12
"379","12/18/2023","Toronto","Charlotte",18,36,8,13,31,8
"380","12/18/2023","Miami","Minnesota",15,30,11,17,31,11
"381","12/18/2023","Atlanta","Detroit",22,30,16,19,39,9
"382","12/18/2023","Oklahoma City","Memphis",21,31,11,18,11,19
"383","12/18/2023","Utah","Brooklyn",21,31,14,14,23,16
"384","12/18/2023","Denver","Dallas",18,35,14,9,28,13
"385","12/18/2023","Sacramento","Washington",20,36,17,25,26,18
"386","12/18/2023","LA Lakers","New York",12,29,13,20,32,10
"387","12/19/2023","New Orleans","Memphis",22,29,11,23,31,10
"388","12/19/2023","Milwaukee","San Antonio",14,32,18,18,37,9
"389","12/19/2023","Portland","Phoenix",17,25,14,15,37,5
"390","12/19/2023","Golden State","Boston",12,30,20,15,30,17
"391","12/20/2023","Philadelphia","Minnesota",29,37,8,20,33,9
"392","12/20/2023","Orlando","Miami",15,32,9,20,25,15
"393","12/20/2023","Indiana","Charlotte",28,31,18,15,37,8
"394","12/20/2023","Cleveland","Utah",11,22,23,23,27,13
"395","12/20/2023","Toronto","Denver",9,34,9,3,37,12
"396","12/20/2023","Brooklyn","New York",13,22,15,20,31,13
"397","12/20/2023","Houston","Atlanta",23,28,16,23,30,17
"398","12/20/2023","Chicago","LA Lakers",10,30,18,12,30,12
"399","12/20/2023","Dallas","LA Clippers",19,25,14,23,32,11
"400","12/20/2023","Sacramento","Boston",12,22,21,20,29,22
"401","12/21/2023","Detroit","Utah",16,34,9,22,32,11
"402","12/21/2023","Cleveland","New Orleans",5,24,17,14,32,15
"403","12/21/2023","Oklahoma City","LA Clippers",16,35,16,10,27,17
"404","12/21/2023","Milwaukee","Orlando",31,27,11,16,37,8
"405","12/21/2023","Memphis","Indiana",14,27,16,9,20,18
"406","12/21/2023","Chicago","San Antonio",9,42,7,11,27,10
"407","12/21/2023","Minnesota","LA Lakers",20,28,14,19,31,10
"408","12/21/2023","Portland","Washington",17,29,14,22,30,12
"409","12/22/2023","Philadelphia","Toronto",19,30,14,24,30,9
"410","12/22/2023","Brooklyn","Denver",18,30,13,21,34,11
"411","12/22/2023","Houston","Dallas",19,35,11,19,28,7
"412","12/22/2023","Miami","Atlanta",25,23,17,10,23,19
"413","12/22/2023","Sacramento","Phoenix",20,32,12,22,34,5
"414","12/22/2023","Golden State","Washington",17,29,18,19,33,11
"415","12/23/2023","New York","Milwaukee",20,32,9,18,32,16
"416","12/23/2023","LA Clippers","Boston",15,30,11,22,24,25
"417","12/23/2023","New Orleans","Houston",20,30,8,27,26,9
"418","12/23/2023","Indiana","Orlando",9,28,15,33,33,6
"419","12/23/2023","Charlotte","Denver",19,26,8,12,27,12
"420","12/23/2023","Toronto","Utah",16,32,13,13,31,17
"421","12/23/2023","Brooklyn","Detroit",26,35,10,22,24,15
"422","12/23/2023","Atlanta","Memphis",16,32,13,14,39,11
"423","12/23/2023","Oklahoma City","LA Lakers",15,33,13,19,31,16
"424","12/23/2023","Chicago","Cleveland",17,27,8,19,27,12
"425","12/23/2023","Golden State","Portland",20,38,10,17,25,13
